dialect,standard,region,sentiment,source,source_split
Nghe bảo cuối tuần này khu nhà tôi có lịch cắt điện.,Nghe bảo cuối tuần này khu nhà tôi có lịch cắt điện.,northern,neutral,synthetic,
Thỉnh thoảng đổi món bằng bát phở bò gầm cầu cũng ổn đấy chứ.,Thỉnh thoảng đổi món bằng bát phở bò gầm cầu cũng ổn đấy chứ.,northern,neutral,synthetic,
Để bao giờ rảnh rỗi tôi ghé qua đấy xem thế nào ha.,Để bao giờ rảnh rỗi tôi ghé qua đấy xem thế nào ha.,northern,neutral,synthetic,
Mấy chú chim ngoài cành cây từ sáng cứ hót líu lo suốt.,Mấy chú chim ngoài cành cây từ sáng cứ hót líu lo suốt.,northern,neutral,synthetic,
Tính ra năm nay thời tiết chuyển mùa hơi muộn so với mọi năm.,Tính ra năm nay thời tiết chuyển mùa hơi muộn so với mọi năm.,northern,neutral,synthetic,
Nhìn mấy đứa nhỏ đạp xe đi học trên đê chợt nhớ hồi xưa thế.,Nhìn mấy đứa nhỏ đạp xe đi học trên đê chợt nhớ hồi xưa thế.,northern,neutral,synthetic,
Hôm nay đọc báo thấy bảo giá xăng lại vừa được điều chỉnh.,Hôm nay đọc báo thấy bảo giá xăng lại vừa được điều chỉnh.,northern,neutral,synthetic,
Cứ tầm chiều tối là góc phố này đông đúc hẳn lên.,Cứ tầm chiều tối là góc phố này đông đúc hẳn lên.,northern,neutral,synthetic,
Ra đứng ngã tư đợi xe buýt mà đói cả ruột ra rồi.,Ra đứng ngã tư đợi xe buýt mà đói cả ruột ra rồi.,northern,neutral,synthetic,
"Mấy nay hàng quán cứ đóng cửa suốt, chả biết mua gì ăn.","Mấy nay hàng quán cứ đóng cửa suốt, chẳng biết mua gì ăn.",northern,neutral,synthetic,
Ngồi làm việc cả buổi mà chả xong được mấy trang.,Ngồi làm việc cả buổi mà chẳng xong được mấy trang.,northern,neutral,synthetic,
Dạo này bận túi bụi nên ít khi vào mạng xem tin tức.,Dạo này bận túi bụi nên ít khi vào mạng xem tin tức.,northern,neutral,synthetic,
"Cái áo này mặc vừa vặn phết, chất vải lại mềm nữa.","Cái áo này mặc vừa vặn phết, chất vải lại mềm nữa.",northern,neutral,synthetic,
"Tầm chiều tối hay tắc đường lắm, đi đường vòng cho lành.","Tầm chiều tối hay tắc đường lắm, đi đường vòng cho lành.",northern,neutral,synthetic,
Nhà hết gạo từ hôm qua mà quên chưa mua thêm.,Nhà hết gạo từ hôm qua mà quên chưa mua thêm.,northern,neutral,synthetic,
Chiều nay hẹn đứa bạn ra quán nước cạnh hồ ngồi chơi.,Chiều nay hẹn đứa bạn ra quán nước cạnh hồ ngồi chơi.,northern,neutral,synthetic,
"Cái điện thoại tự dưng chậm đi, chắc đầy bộ nhớ rồi.","Cái điện thoại tự dưng chậm đi, chắc đầy bộ nhớ rồi.",northern,neutral,synthetic,
Thôi để cất gọn đống sách vở này lên giá đã.,Thôi để cất gọn đống sách vở này lên giá đã.,northern,neutral,synthetic,
"Quán này bán phở vị cũng được, không đến nỗi nào.","Quán này bán phở vị cũng được, không đến nỗi nào.",northern,neutral,synthetic,
Đứng đợi từ nãy tới giờ mà chưa thấy xe đâu cả.,Đứng đợi từ nãy tới giờ mà chưa thấy xe đâu cả.,northern,neutral,synthetic,
Mai định sang nhà bà ngoại chơi một chuyến.,Mai định sang nhà bà ngoại chơi một chuyến.,northern,neutral,synthetic,
Cái quạt này cứ kêu rè rè điếc cả tai.,Cái quạt này cứ kêu rè rè điếc cả tai.,northern,neutral,synthetic,
Hôm qua xem tivi thấy bảo tuần tới trời trở lạnh.,Hôm qua xem tivi thấy bảo tuần tới trời trở lạnh.,northern,neutral,synthetic,
Để tôi chạy ra đầu ngõ mua gói muối hạt xem nào.,Để tôi chạy ra đầu ngõ mua gói muối hạt xem nào.,northern,neutral,synthetic,
Sáng ra làm cốc trà đá ngắm phố phường là hợp lý.,Sáng ra làm cốc trà đá ngắm phố phường là hợp lý.,northern,neutral,synthetic,
Định ra quán làm bát phở mà mưa gió thế này lại thui thủi ở nhà thôi.,Định ra quán làm bát phở mà mưa gió thế này lại thui thủi ở nhà thôi.,northern,neutral,synthetic,
Gói mì tôm với quả trứng là xong bữa tối chứ gì đâu.,Gói mì tôm với quả trứng là xong bữa tối chứ gì đâu.,northern,neutral,synthetic,
Cái áo này phom dáng mặc lên cũng bình thường chứ không có gì đặc sắc.,Cái áo này phom dáng mặc lên cũng bình thường chứ không có gì đặc sắc.,northern,neutral,synthetic,
Đứng đợi xe buýt từ nãy đến giờ mà chưa thấy chuyến nào qua cả.,Đứng đợi xe buýt từ nãy đến giờ mà chưa thấy chuyến nào qua cả.,northern,neutral,synthetic,
Tính ra tháng này tiền điện nước cũng tốn phết chứ đùa đâu.,Tính ra tháng này tiền điện nước cũng tốn phết chứ đùa đâu.,northern,neutral,synthetic,
Ngồi gấp quần áo xong là hếtừ buổi tối chứ mấy.,Ngồi gấp quần áo xong là hếtừ buổi tối chứ mấy.,northern,neutral,synthetic,
Nhà hàng này mở cũng lâu năm rồi mà nay mới có dịp vào ăn thử.,Nhà hàng này mở cũng lâu năm rồi mà nay mới có dịp vào ăn thử.,northern,neutral,synthetic,
Cầm quyển sách đọc được dăm trang là lại thấy buồn ngủ rồi.,Cầm quyển sách đọc được dăm trang là lại thấy buồn ngủ rồi.,northern,neutral,synthetic,
Để tôi xem lại lịch trình rồi tính tiếp vụ này sau nha.,Để tôi xem lại lịch trình rồi tính tiếp vụ này sau nha.,northern,neutral,synthetic,
Tầm này năm ngoái là rét cắt da cắt thịt rồi đấy chứ.,Tầm này năm ngoái là rét cắt da cắt thịt rồi đấy chứ.,northern,neutral,synthetic,
Mang tiếng ở thủ đô mấy năm mà cái hồ Tây tôi còn lạ gì.,Mang tiếng ở thủ đô mấy năm mà cái hồ Tây tôi còn lạ gì.,northern,neutral,synthetic,
Ra chợ mua mớ rau với lạng thịt bò hết mấy chục nghìn bạc.,Ra chợ mua mớ rau với lạng thịt bò hết mấy chục nghìn bạc.,northern,neutral,synthetic,
Bình thường tuyến đường này tầm này là đông nghẹt cơ mà.,Bình thường tuyến đường này tầm này là đông nghẹt cơ mà.,northern,neutral,synthetic,
Lọc đi lọc lại danh sách cuối cùng vẫn thừa mấy người.,Lọc đi lọc lại danh sách cuối cùng vẫn thừa mấy người.,northern,neutral,synthetic,
Thôi cứ thong thả giải quyết từng việc một chứ đừng vội.,Thôi cứ thong thả giải quyết từng việc một chứ đừng vội.,northern,neutral,synthetic,
Cái máy giặt nhà tôi hình như sắp đến lúc phải gọi thợ đến bảo dưỡng rồi.,Cái máy giặt nhà tôi hình như sắp đến lúc phải gọi thợ đến bảo dưỡng rồi.,northern,neutral,synthetic,
Nghe bảo cuối tuần này có hội chợ ở cung văn hóa đấy.,Nghe bảo cuối tuần này có hội chợ ở cung văn hóa đấy.,northern,neutral,synthetic,
Uống cốc trà đá xong thấy tỉnh cả người ra phết.,Uống cốc trà đá xong thấy tỉnh cả người ra phết.,northern,neutral,synthetic,
Xem thông tin dự báo thời tiết thấy bảo mai trời chuyển lạnh đấy.,Xem thông tin dự báo thời tiết thấy bảo mai trời chuyển lạnh đấy.,northern,neutral,synthetic,
"Hôm nay trời cứ âm ẩm thế này, chả muốn làm lụng gì sất.","Hôm nay trời cứ ẩm ẩm thế này, chẳng muốn làm lụng gì cả.",northern,neutral,synthetic,
Mạn Hồ Tây tầm chiều đạp xe thì mát phải biết.,Đoạn Hồ Tây tầm chiều đạp xe thì mát phải biết.,northern,neutral,synthetic,
Bữa ni mạ nấu bún bò ngon tê tái mi hồn lun.,Hôm nay mẹ nấu bún bò ngon tuyệt cú mèo luôn.,central,positive,synthetic,
Trời hấn nắng ri thì xách xe đi lượn biển là sướng tê người.,Trời nó nắng thế này thì xách xe đi lượn biển là sướng tê người.,central,positive,synthetic,
"Quán ni đông khách ghê, đợi mệt nghỉ mà tô cháo lòng thì ngon bá cháy.","Quán này đông khách ghê, đợi mệt nghỉ mà tô cháo lòng thì ngon xuất sắc.",central,positive,synthetic,
"Ê hay hè, chiều ni rảnh thì tui với bậu dạo phố ôm cái eo gió chơi.","Ê hay ghê, chiều nay rảnh thì tôi với cậu dạo phố ôm cái eo gió chơi.",central,positive,synthetic,
"Cấy áo ni mần bằng vải chi mà sờ mướt rượt, mặc vô mát rượi.","Cái áo này làm bằng vải gì mà sờ mướt thế, mặc vào mát rượi.",central,positive,synthetic,
Tui mần được mớ tiền thưởng nên tối nay đãi cả nhà một chầu hải sản ngập mặt.,Tôi kiếm được ít tiền thưởng nên tối nay đãi cả nhà một chầu hải sản ngập mặt.,central,positive,synthetic,
"Thương ghê chưa, con mụ ni khéo tay hay làm thật chớ.","Thương ghê chưa, cô bé này khéo tay hay làm thật đấy chứ.",central,positive,synthetic,
Đúng là có ơn có phước mới gặp được quán bánh xèo giòn rụm lại nước chấm ngon xuất sắc.,Đúng là có ơn có phước mới gặp được quán bánh xèo giòn rụm lại nước chấm ngon xuất sắc.,central,positive,synthetic,
Nghe giọng mi nói ngọt lịm timần tui cứ ngỡ người yêu cũ gọi điện.,Nghe giọng cậu nói ngọt lịm tim làm tôi cứ ngỡ người yêu cũ gọi điện.,central,positive,synthetic,
"Tụi bay coi thử cảnh hoàng hôn chiều ni kìa, đẹp nhức nách luôn.","Các cậu xem thử cảnh hoàng hôn chiều nay kìa, đẹp nhức nách luôn.",central,positive,synthetic,
"Chuyến đi vừa rồi dzui xỉu up xỉu down, hẹn dịp khác lại lượn lờ tiếp hè.","Chuyến đi vừa rồi vui xỉu up xỉu down, hẹn dịp khác lại lượn lờ tiếp nhé.",central,positive,synthetic,
Nhìn chùm nhãn ngọt lịm thế kia ai mà cưỡng lại nổi.,Nhìn chùm nhãn ngọt lịm thế kia ai mà cưỡng lại nổi.,central,positive,synthetic,
"Ê chộ ôi, cái tay nghề chụp hình của mi dạo ni lên tay phết nhờ.","Ê trời ơi, cái tay nghề chụp hình của cậu dạo này lên tay phết nhỉ.",central,positive,synthetic,
"Mần xong đống việc thấy nhẹ cả người, chuẩn bị xách ba lô về quê thăm mạ thôi.","Làm xong đống việc thấy nhẹ cả người, chuẩn bị xách ba lô về quê thăm mẹ thôi.",central,positive,synthetic,
"Cơm nhà bao giờ cũng là chân ái, ăn ba tô mà vẫn thòm thèm.","Cơm nhà bao giờ cũng là chân ái, ăn ba bát mà vẫn thòm thèm.",central,positive,synthetic,
"May quá xá, vừa ghé vô quán là ngớt mưa liền, số hưởng ghê.","May quá, vừa ghé vào quán là ngớt mưa liền, số hưởng ghê.",central,positive,synthetic,
Búp bê nhà ai mà xinh như hoa hậu rứa hè?,Búp bê nhà ai mà xinh như hoa hậu thế nhỉ?,central,positive,synthetic,
Công nhận tết ở quê lúc mô cũng mang lại cảm giác bình yên đến lạ.,Công nhận tết ở quê lúc nào cũng mang lại cảm giác bình yên đến lạ.,central,positive,synthetic,
Sáng sớm mần ly cà phê đậm đà rồi ngắm phố xá qua lại là phê pha chữ ê kéo dài.,Sáng sớm làm ly cà phê đậm đà rồi ngắm phố xá qua lại là phê pha chữ ê kéo dài.,central,positive,synthetic,
Nhìn nụ cười của cưng là mọi mệt mỏi tan biến sạch sẽ.,Nhìn nụ cười của em là mọi mệt mỏi tan biến sạch sẽ.,central,positive,synthetic,
"Bữa ni mạ nấu bún bò ngon quá chừng, ăn mần răng mà hấn cứ no ngang bụng rứa bay.","Hôm nay mẹ nấu bún bò ngon quá chừng, ăn thế nào mà nó cứ no ngang bụng thế tụi bay.",central,positive,synthetic,
"Thích ghê hầy, chiều ni mà rảnh ra biển ngồi hóng gió mát rượi là hết sẩy con bà bảy.","Thích ghê nhỉ, chiều nay mà rảnh ra biển ngồi hóng gió mát rượi là tuyệt vời luôn.",central,positive,synthetic,
"Ai răng chớ tui là tui chấm điểm cộng cho quán ni liền, phục vụ chi mà dễ thương hết chỗ nói.","Ai thế nào chứ tôi là tôi chấm điểm cộng cho quán này liền, phục vụ gì mà dễ thương hết chỗ nói.",central,positive,synthetic,
Cấy áo ni tui mua lâu rồi mà giặt máy mấy bận vắt kiệt ga rứa hấn cụng không hề tơi chỉ.,Cái áo này tôi mua lâu rồi mà giặt máy mấy bận vắt kiệt ga thế nó cũng không hề tơi chỉ.,central,positive,synthetic,
"Nhìn dĩa bánh xèo vàng ươm đổ nóng hổi rứa mần răng mà chịu thấu, lại thèm nữa rồi.","Nhìn đĩa bánh xèo vàng ươm đổ nóng hổi thế làm sao mà chịu nổi, lại thèm nữa rồi.",central,positive,synthetic,
Trời hửng nắng ấm áp rứa đi cà phê chụp choẹt dăm kiểu ảnh là chuẩn bài luôn đó tụi bây.,Trời hửng nắng ấm áp thế đi cà phê chụp choẹt dăm kiểu ảnh là chuẩn bài luôn đó tụi bay.,central,positive,synthetic,
"Công nhận dạo ni mi khéo tay ghê ha, nấu món chi trông cụng bắt mắt hết trơn.","Công nhận dạo này mày khéo tay ghê nha, nấu món gì trông cũng bắt mắt hết trơn.",central,positive,synthetic,
"Chuyến đi vừa rồi vui rứa hầy, cảnh đẹp mà ăn uống cụng hợp khẩu vị nữa chứ.","Chuyến đi vừa rồi vui thế nhỉ, cảnh đẹp mà ăn uống cũng hợp khẩu vị nữa chứ.",central,positive,synthetic,
"Ê, cái clip ni mi quay nghệ phết chứ bộ, nhạc nhẽo ăn rơ với khung cảnh ghê.","Ê, cái clip này mày quay nghệ phết chứ bộ, nhạc nhẽo ăn rơ với khung cảnh ghê.",central,positive,synthetic,
"Đúng gu tui thích luôn nà, nhẹ nhàng tình cảm nghe phát là nghiện ngang liền.","Đúng gu tôi thích luôn này, nhẹ nhàng tình cảm nghe phát là nghiện ngay liền.",central,positive,synthetic,
"Hôm qua đi ngang qua đoạn ni thấy hoa nở đẹp rứa, đứng chụp vội mấy pô khoe liền.","Hôm qua đi ngang qua đoạn này thấy hoa nở đẹp thế, đứng chụp vội mấy kiểu khoe liền.",central,positive,synthetic,
Mần việc mệt mỏi mà chiều về có nồi canh ấm bụng rứa là quên hết sầu muộn.,Làm việc mệt mỏi mà chiều về có nồi canh ấm bụng thế là quên hết sầu muộn.,central,positive,synthetic,
Bữa ni trời se lạnh mần tô cháo lòng nóng hổi cay cay thì ngon phải biết.,Hôm nay trời se lạnh làm tô cháo lòng nóng hổi cay cay thì ngon phải biết.,central,positive,synthetic,
Thấy người ta khoe thành quả tự mọc mầm cấy cây ni mà ham dễ sợ.,Thấy người ta khoe thành quả tự trồng cái cây này mà ham dễ sợ.,central,positive,synthetic,
"Nụ cười của ổng tươi ghê chưa kìa, nhìn phát là truyền đầy năng lượng tích cực luôn.","Nụ cười của ổng tươi ghê chưa kìa, nhìn phát là truyền đầy năng lượng tích cực luôn.",central,positive,synthetic,
Gặp lại nhỏ bạn cũ sau mấy năm mà hấn vẫn trẻ măng như hồi mô rứa.,Gặp lại bạn cũ sau mấy năm mà nó vẫn trẻ măng như hồi nào thế.,central,positive,synthetic,
"Ai chê chớ tui thấy bài hát ni bắt tai phết, nghe qua hai lượt là thuộc lòng.","Ai chê chứ tui thấy bài hát này bắt tai phết, nghe qua hai lượt là thuộc lòng.",central,positive,synthetic,
"Không gian quán ni nhìn yên tĩnh hè, ngồi nhâm nhi ly trà đá đọc sách là hết sẩy.","Không gian quán này nhìn yên tĩnh nhỉ, ngồi nhâm nhi ly trà đá đọc sách là tuyệt vời.",central,positive,synthetic,
"Cám ơn nhỏ em gái bữa ni qua phụ một tay nha, nhờ mi mà công việc xong sớm.","Cám ơn nhỏ em gái hôm nay qua phụ một tay nha, nhờ mày mà công việc xong sớm.",central,positive,synthetic,
Xem xong cái video ni chỉ muốn xách ba lô lên và đi ngay lập tức thôi.,Xem xong cái video này chỉ muốn xách ba lô lên và đi ngay lập tức thôi.,central,positive,synthetic,
"Bữa ni mạ nấu bún bò ngon tê tái, ăn mần răng mà hít hà hoài.","Hôm nay mẹ nấu bún bò ngon tuyệt, ăn thế nào mà cứ xuýt xoa mãi.",central,positive,synthetic,
Ai răng chơ tui thấy quán nớ bán rẻ bèo nhèo mà chất lượng ghê.,Ai thế nào chứ tôi thấy quán đấy bán rẻ kinh khủng mà chất lượng ghê.,central,positive,synthetic,
"Thời tiết chi mà sướng rơn, đi dạo bờ sông mát lộng cả ruột.","Thời tiết gì mà thích thế, đi dạo bờ sông mát lạnh cả người.",central,positive,synthetic,
"Mô mà cảnh hoàng hôn chiều ni đẹp rực rỡ, nhìn dính mắt luôn.","Sao mà cảnh hoàng hôn chiều nay đẹp rực rỡ, nhìn mê mẩn luôn.",central,positive,synthetic,
"Trúng tủ đề ôn thi, mừng chết khiếp mấy bận mấy bác tề.","Trúng tủ đề ôn thi, mừng chết khiếp mấy bận mấy bác ạ.",central,positive,synthetic,
Cấy áo ni mọc ở mô mà form đẹp với lung linh rứa hè?,Cái áo này mua ở đâu mà form đẹp với lung linh thế nhỉ?,central,positive,synthetic,
"Uống ly trà sữa ni vô là thấy tỉnh cả người, ngọt ngào dễ sợ.","Uống ly trà sữa này vào là thấy tỉnh cả người, ngọt ngào dễ sợ.",central,positive,synthetic,
"Nhìn chả cá rô phi chiên giòn rụm, nghe mùi thơm nức mũi.","Nhìn chả cá rô phi chiên giòn rụm, ngửi thấy mùi thơm phức.",central,positive,synthetic,
"Ê hề đồ ăn vặt rứa ta ơi, tha hồ nhâm nhi cả buổi chiều.","Nhiều đồ ăn vặt thế cơ chứ, tha hồ nhâm nhi cả buổi chiều.",central,positive,synthetic,
Gặp lại nhỏ bạn cũ răng mà thương quá chừng thương.,Gặp lại cô bạn cũ sao mà thương thế không biết.,central,positive,synthetic,
"Phòng trọ mới dọn dẹp sạch tinh tươm, ở sướng rên miểng.","Phòng trọ mới dọn dẹp sạch tinh tươm, ở sướng phát điên.",central,positive,synthetic,
"Đi biển mùa ni nước trong veo, tha hồ lội ngụp sướng đời.","Đi biển mùa này nước trong veo, tha hồ tắm táp sướng đời.",central,positive,synthetic,
"Giọng ca sĩ ni hát live đỉnh chóp, nghe nổi da gà.","Giọng ca sĩ này hát live đỉnh chót vót, nghe nổi da gà.",central,positive,synthetic,
Được tăng lương cái là đời tươi rói ngay lập tức.,Được tăng lương cái là đời tươi vui ngay lập tức.,central,positive,synthetic,
"Hoa mười giờ nở rực rỡ trước hiên nhà, cưng chi lạ.","Hoa mười giờ nở rực rỡ trước hiên nhà, dễ thương gì đâu.",central,positive,synthetic,
Chuyến đi chơi đà nẵng vừa rồi vui quên lối về luôn.,Chuyến đi chơi Đà Nẵng vừa rồi vui quên lối về luôn.,central,positive,synthetic,
Tay nghề nấu nướng của bồ tui ngày càng lên tay phết.,Tay nghề nấu nướng của người yêu tôi ngày càng giỏi phết.,central,positive,synthetic,
"Bắt gặp ổ mèo con ú nu ú nần, nhìn iu ghê cơ.","Bắt gặp bầy mèo con mập mạp, nhìn yêu ghê cơ.",central,positive,synthetic,
Xem phim ni cười bể bụng với mấy ôông diễn viên.,Xem phim này cười vỡ bụng với mấy ông diễn viên.,central,positive,synthetic,
"Lương về tinh tinh, tối ni triển ngay chầu ốc hút hè.","Lương về ting ting, tối nay đi ăn ngay chầu ốc hút nào.",central,positive,synthetic,
Bữa ni mần răng mà trời nắng gắt rứa bay?,Hôm nay làm sao mà trời nắng gắt thế các cậu?,central,positive,synthetic,
Tui răng cưa mần răng mà cấy áo đẹp ri trời.,Tôi không hiểu sao mà cái áo đẹp thế này trời ơi.,central,positive,synthetic,
"Đói bụng quá, ai ship cho tui tô mì Quảng đi.","Đói bụng quá, ai ship cho tôi tô mì Quảng đi.",central,positive,synthetic,
"Nhìn dĩa bánh xèo thèm ghê gớm, chiều ni phải ghé ăn ms đc.","Nhìn đĩa bánh xèo thèm ghê gớm, chiều nay phải ghé ăn mới được.",central,positive,synthetic,
Ai bẩu răng chừ quán ni đông khách rứa hè.,Ai bảo sao bây giờ quán này đông khách thế nhỉ.,central,positive,synthetic,
"Thương cấy nhỏ ghê, đi học về dính mưa ướt sũng.","Thương con bé ghê, đi học về dính mưa ướt sũng.",central,positive,synthetic,
Nghe câu hò xứ Quảng mà xao xuyến cả cõi lòng.,Nghe câu hò xứ Quảng mà xao xuyến cả cõi lòng.,central,positive,synthetic,
Cơm mẹ nấu lúc nào cũng ngon nhứt trên đời.,Cơm mẹ nấu lúc nào cũng ngon nhất trên đời.,central,positive,synthetic,
"Mấy nay lạnh ghê, ngồiúp tô cháo ấm bụng hẳn ra.","Mấy nay lạnh ghê, ngồi húp tô cháo ấm bụng hẳn ra.",central,positive,synthetic,
"Đẹp rứa tề, gốc phượng ni ra hoa đỏ rực luôn.","Đẹp thế kìa, gốc phượng này ra hoa đỏ rực luôn.",central,positive,synthetic,
"Ai dzợ, hoa ni tui chưa thấy bao giờ luôn á.","Ai da, hoa này tôi chưa thấy bao giờ luôn á.",central,positive,synthetic,
Gặp nhau mần ly trà đá chém gió cho vui nà.,Gặp nhau làm ly trà đá chém gió cho vui nào.,central,positive,synthetic,
Giọng ai mà ngọt rớt mật nghe êm tai ghê.,Giọng ai mà ngọt rớt mật nghe êm tai ghê.,central,positive,synthetic,
Đi biển Đồ Sơn mà gặp hoàng hôn rứa ni thì hết sẩy.,Đi biển mà gặp hoàng hôn thế này thì tuyệt vời.,central,positive,synthetic,
Tui khoái món bánh bèo chén ở đây nhứt đó nghen.,Tôi thích món bánh bèo chén ở đây nhất đấy nhé.,central,positive,synthetic,
Hè ni làm chuyến phượt ra Đà Nẵng đi mấy bậu ơi.,Hè này làm chuyến phượt ra Đà Nẵng đi mấy bạn ơi.,central,positive,synthetic,
Bữa ni có kèo đi chơi ở phố cổ Hội An sướng tê người.,Hôm nay có kèo đi chơi ở phố cổ Hội An sướng tê người.,central,positive,synthetic,
"Chộ ôi, bánh tráng cuốn thịt heo ở ni ngon bá cháy.","Ui giời, bánh tráng cuốn thịt heo ở đây ngon bá cháy.",central,positive,synthetic,
Nỏ biết mần răng mà ai chụp hình cụng đẹp hết trơn.,Không biết thế nào mà ai chụp hình cũng đẹp hết trơn.,central,positive,synthetic,
Yêu ghê cấy cảnh hoàng hôn buông xuống sông Hương.,Yêu ghê cái cảnh hoàng hôn buông xuống sông Hương.,central,positive,synthetic,
Bữa ni trời hạp để nướng mực ghê hè.,Hôm nay trời hợp để nướng mực ghê hè.,central,positive,synthetic,
Ê cấy áo ni mặc vô vừa in luôn mi tề.,Ê cái áo này mặc vào vừa in luôn mày kìa.,central,positive,synthetic,
Quán ni nấu vừa miệng mà rẻ ghê cơ.,Quán này nấu vừa miệng mà rẻ ghê cơ.,central,positive,synthetic,
Nghe câu hò xứ Quảng mà thương chi lạ.,Nghe câu hò xứ Quảng mà thương sao lạ.,central,positive,synthetic,
Trứng cút lộn xào me ngon nhức nách luôn.,Trứng cút lộn xào me ngon nhức nách luôn.,central,positive,synthetic,
Tui vừa lượm được cấy quán cf view chill phết.,Tôi vừa tìm được cái quán cà phê view chill phết.,central,positive,synthetic,
Mạ nấu bún bò ăn đỉnh của chóp mấy cụ ơi.,Mẹ nấu bún bò ăn đỉnh của chóp mấy cụ ơi.,central,positive,synthetic,
Hoa mần răng mà nở rợp đường rứa nạ.,Hoa sao mà nở rợp đường thế nhỉ.,central,positive,synthetic,
Cười xỉu với ô nội ni luôn á.,Cười xỉu với ông nội này luôn á.,central,positive,synthetic,
Tranh thủ chiều ni đi lượn lờ hóng gió tề.,Tranh thủ chiều nay đi lượn lờ hóng gió kìa.,central,positive,synthetic,
Nỏ ngờ góc ni chụp ảnh lên thơ dợ.,Không ngờ góc này chụp ảnh lên thơ thế.,central,positive,synthetic,
Bánh bèo mạ tui đúc ngon nhứt nách.,Bánh bèo mẹ tôi làm ngon nhất nách.,central,positive,synthetic,
Đi biển mần ly nước dừa mát ruột mát gan.,Đi biển làm ly nước dừa mát ruột mát gan.,central,positive,synthetic,
Nhìn tô cháo lòng thèm tứa nước miếng luôn.,Nhìn tô cháo lòng thèm tứa nước miếng luôn.,central,positive,synthetic,
Hè về rủ nhau ra biển tắm sướng tê người.,Hè về rủ nhau ra biển tắm sướng tê người.,central,positive,synthetic,
Cảnh hoàng hôn chiều ni đẹp muốn xỉu.,Cảnh hoàng hôn chiều nay đẹp muốn xỉu.,central,positive,synthetic,
Ai răng mà khéo tay hay làm rứa hè.,Ai sao mà khéo tay hay làm thế hè.,central,positive,synthetic,
Ổ bánh mì giòn rụm ăn cuốn thật chơ.,Ổ bánh mì giòn rụm ăn cuốn thật chứ.,central,positive,synthetic,
Đúng gu tui thích rồi chuẩn không cần chỉnh.,Đúng gu tôi thích rồi chuẩn không cần chỉnh.,central,positive,synthetic,
Chuyến đi ni vui hết sẩy con bà bảy.,Chuyến đi này vui hết sẩy con bà bảy.,central,positive,synthetic,
Tui răng cựa cụng phải ghé mần tô bún bò Huế mới đã thèm.,Tôi thế nào cũng phải ghé ăn tô bún bò Huế mới đã thèm.,central,positive,synthetic,
"Quán ni nấu vừa miệng ghê tề, ăn cái chi cụng ngon.","Quán này nấu vừa miệng ghê cơ, ăn cái gì cũng ngon.",central,positive,synthetic,
Thấy cấy áo đẹp quá chừng mà hết size tơ lơ mơ rồi.,Thấy cái áo đẹp quá chừng mà hết size tiêu đời rồi.,central,positive,synthetic,
Đứng ngó biển chiều ni lộng gió sướng tê người lun nờ.,Đứng ngó biển chiều nay lộng gió sướng tê người luôn đấy.,central,positive,synthetic,
Nghe giọng mi rứa là tau biết dân Quảng Trị chính gốc rồi.,Nghe giọng mày thế là tao biết dân Quảng Trị chính gốc rồi.,central,positive,synthetic,
Trầu cau dạm hỏi nhà trai chuẩn bị chu đáo rứa là ưng cái bụng.,Trầu cau dạm hỏi nhà trai chuẩn bị chu đáo thế là ưng cái bụng.,central,positive,synthetic,
Chừ mà có ly trà sữa mát lạnh thì bay sạch cái mệt.,Bây giờ mà có ly trà sữa mát lạnh thì bay sạch cái mệt.,central,positive,synthetic,
"Mệ tui làm bánh ít trần ngon số dzách, ăn hoài không ngán.","Bà nội tôi làm bánh ít trần ngon tuyệt cú mèo, ăn hoài không ngán.",central,positive,synthetic,
Nhìn ảnh ni nhớ quê nhà răng đít chịu nổi trời.,Nhìn ảnh này nhớ quê nhà sao mà chịu nổi trời ơi.,central,positive,synthetic,
Ai răng chớ tui là tui chấm điểm mười cho cách phục vụ rồi đó.,Ai thế nào chứ tôi là tôi chấm điểm mười cho cách phục vụ rồi đấy.,central,positive,synthetic,
Đi dạo bờ sông Hàn lúc ni thời tiết sảng khoái cực kỳ.,Đi dạo bờ sông Hàn lúc này thời tiết sảng khoái cực kỳ.,central,positive,synthetic,
Ủa cái giếng cổ ni nước trong veo ngọt lịm luôn hỉ?,Ủa cái giếng cổ này nước trong veo ngọt lịm luôn phải không?,central,positive,synthetic,
Đoạn đèo Hải Vân mùa ni mây bay đẹp lịm tim luôn.,Đoạn đèo Hải Vân mùa này mây bay đẹp lịm tim luôn.,central,positive,synthetic,
Mần phước răng mà gặp toàn người tốt bụng giúp đỡ.,Làm sao mà gặp toàn người tốt bụng giúp đỡ.,central,positive,synthetic,
Bữa mô rảnh rỗi ghé nhà tui mần bữa cá nướng nhe.,Hôm nào rảnh rỗi ghé nhà tôi ăn bữa cá nướng nhé.,central,positive,synthetic,
Học hành căng thẳng mà được đĩa bánh bèo chén thì ấm lòng.,Học hành căng thẳng mà được đĩa bánh bèo chén thì ấm lòng.,central,positive,synthetic,
"Nhìn nụ cười của mi kìa, toả nắng góc phố luôn nờ.","Nhìn nụ cười của mày kìa, tỏa nắng góc phố luôn đấy.",central,positive,synthetic,
Xứ Nghệ mình công nhận cảnh đẹp tình người sâu sắc ghê.,Xứ Nghệ mình công nhận cảnh đẹp tình người sâu sắc ghê.,central,positive,synthetic,
