dialect,standard,region,sentiment,source,source_split,dialect_features
Cj hai liễu tủn của tui chơi kiểu này ai chơi lạy kk😂😂,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Trời đất ơi dậy thằng này nó muốn cưới dợ nó dực nguyên bó luôn trời =)),,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cô Ni lúc makeup nhìn giống dì của cháu quá,,central,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Quỷ cái đội nón ham chồng lắm rồi nè 😂,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Anh tủn ế muốn vk lắm nên mới làm như vậy chị ni ơi😅😅😅,,central,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Chắc gấp cưới lắm dữ hen 😂😂,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ủa khoan sao ông quen ta a nhớ rồi nè cái ông này là người đóng vai thành con gái nè,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Trời đất ơi ông tủn😂,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Anh cùi bắp kiểu: thôi mình phải có vợ Chị ni kiểu :trời ơi cái gì vập,,central,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Tui ăn cướp kiểu , nói nhỏ: bộ muốn có vợ lắm hả?",,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bà liễu giựt bông.coi chồng nó giựt chồng luôn đó ni ơi,,central,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Tủn cùi bắp muốn cưới vợ lắm rồi nè 😂😂😂,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quá trời bà liễu rồi 😂😂,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cảm ơn 🙏 Hy và Ni nha,,central,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
ê anh hũ của mình nè,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
thằng này nó hông có vk nó chụp quyên bo lun trời 😂😂😂,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Biểu mặt của chị ni rất khó tả 😂😂,,central,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Quá trời anh tủn cùi bắp 😂,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị ni ơi Em có thắc mắc Chị ni và anh hy đám hỏi chưa mà sao cưới vậy,,central,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 2, ""southern"": 0}"
Nhà chị ni ở đâu vậy chị,,central,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Thuý liễu nè😂,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Sao giống chị liễu nhà tui vậy,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quá trời anh tũn rồi❤,,southern,,youtube:HcfqXk1hSz0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị Sim xinh ghê như mà có cái mắc cười quá 😂😂😂 Úi có chị Vê Vê nữa nhưng mà chị Vê mắc cười quá 😂😂😂thả tim cho hai chị nè❤❤❤🎉🎉🎉❤❤❤,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ơ đây là ai chị simmy cute của tui âu 😂😂,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hài hước và mắc cười quá trời 😂😂,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em là fan chị nè chị ơi,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ai chửi mắng thì ta giả điếc người thiết dẫn ta kêu 😂😂😂 mắc cười quá trời 😂😂😂 lúc nải thì ngầu lắm giờ thành alipapa luôn 😂😂😂,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hoi nho tui cung vay Me noi len nhay ma tui tung luon cai dam cuoi😂😂😂,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Trùi ui chị tui sao đẹp z❤,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Con gái nhà ai mà đẹp rứa hề😊,,central,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Haha chị sim kiểu tui đẹp hong mấy bà 😂😂😂,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ối giời ơi chị mèo simmmy như một ông trong bãi xe ấy nhỉ buồn cười quá đi chị Sammy không biết gì luôn á mới thấy mèo simmmy ra rồi mới mắc cười hả trời,,northern,,youtube:yi_lkPAnXRQ,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Tui thấy hơi cấn cấn nha :),,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị ơi chị đi đám cưới đúng hông,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tuổi tuổi đẹp quá hen bây giờ mệt nè 😂😂😂🫵🫪,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Chị Sam cầm lun cái ghế nè 🧖,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui kết bản với chỉ trong welay,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
chị sim ơi em là pan cứng cuả chị nè em ở xá đường âm❤❤❤,,southern,,youtube:yi_lkPAnXRQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui gặp khúc chú rễ ẳm cô dâu dễ thương quá ❤,,southern,,youtube:ywSwINtg6vY,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
quá trời dễ thuong,,southern,,youtube:tOyxwAK8dSQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chắc con này nó bị liệt ha gì nè . Ma kêu a có thể nuoi e suốt đời nè,,southern,,youtube:tOyxwAK8dSQ,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Má ơi nó hôn thật hả,,southern,,youtube:tOyxwAK8dSQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Úi giời ơi,,northern,,youtube:tOyxwAK8dSQ,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
út My ni,,central,,youtube:tOyxwAK8dSQ,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Mê cặp đôi náy quá trời ❤,,southern,,youtube:GxXeUF1gC0w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hay trên cả tuyệt vời Cô Chú ơi.Nghe hoài ko chán hai nghệ sỹ mà tui mến mộ thân tượng thích nhất.❤❤❤,,southern,,youtube:GxXeUF1gC0w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ôi thần tượng của tui ❤❤❤,,southern,,youtube:GxXeUF1gC0w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cap doi hay nhat moi thoi dai . So 1 trong long tui ne .,,southern,,youtube:GxXeUF1gC0w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui vẫn rất hâm mộ cô Lệ Thủy,,southern,,youtube:GxXeUF1gC0w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hai thần tượng của tui,,southern,,youtube:GxXeUF1gC0w,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Là idol tiktok của tui sao tui kb bà lại hát hay như này❤❤❤,,southern,,youtube:0XYXhYiKFlY,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Hay quá trời,,southern,,youtube:0XYXhYiKFlY,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chả có tí gì là hài,,northern,,youtube:jSibwdu0TWM,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
beat này còn ok nè .,,southern,,youtube:hsAYnm9xFdY,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Anh nè vợ ơi,,southern,,youtube:hsAYnm9xFdY,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quê hương tui nhớ chợ phiên Cao Bằng,,southern,,youtube:szAR2kJJ09Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bài hát ni của A páo chưa có phiên bản Karaoke hả mọi người?,,central,,youtube:fO-wrxzp3Is,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Trời đất ơi sao bài hát này mình đã thích rồi Hai bạn Sông ca càng hay nữa. Chúc Hai bạn mạnh khỏe trẻ đẹp mãi mãi hồn nhiên yêu đời hai bạn nhé,,southern,,youtube:9XKFEhlq0MQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
😢😢😢tui. Nhớ ông bà nội của tui. Quá Nghe bài này mà tui. Muống. Khóc quá,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
Cho tui cái cây củi được không 😅😅,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bây giờ làm năm 2026 rồi má ơi ❤❤,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
2026 cơ mà,,northern,,youtube:NRdF9BH9uiM,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Tết ơi tết về rồi hả tết tui vui lắm tết ơi,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui thích cái cây để mà nhóm lửa 😂,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui thích cây cūi,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Thấy nhóm lửa là thấy ngon hơn tui rồi á,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
2026 rồi nè nhanh ghê,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Đến nơi rồi ôi giời ơi các em mình ơi tết đến nơi rồi có gia đình thì nói 🗣️,,northern,,youtube:NRdF9BH9uiM,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Tui cũng 2026 nè,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Haha tui cũng chúc mọi người,,southern,,youtube:NRdF9BH9uiM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Add ở xuân lai lun hả, quê vợ tui ở đây",,southern,,youtube:lA09140laoU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ngày tết thích nhất đi chợ kiểu này phong phú...có đủ thứ muốn mua. .giờ tự nhiên họ phá chợ xây thành 2 tầng chật hẹp dân chả có chỗ họp chợ nữa toàn đi bán buôn...nên chợ cứ lèo tèo chả có gì bán...nhìn chán. 😂😂,,northern,,youtube:M9O8p8OIYis,,"{""northern"": 2, ""central"": 0, ""southern"": 0}"
"Tui chờ vid này cách đây 2 tháng rồi , bây h điều ước đã thành hiện thực 😆😆",,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Xem mà thích ý😂 quá trời bà Linh rồi,,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hóng lắm nè,,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Khum liên quan cơ mà 21:33 em cười ngất😂😂😂,,northern,,youtube:krBawiuUmaQ,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Trời ơi hôm bữa tui mới mua đồ ăn bà tuyết xog chớ haha,,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Khúc bà tuất tui cười xỉu 😂😂😂,,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Review mỹ phẩm là chính nhưng view mảng đồ ăn cũng cao quá trời. Chứng tỏ mọi người rất thích xem bả review mảng đồ ăn á chứ,,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Em mua combo thống nhất, công nhận đa phần ngọt, thích nhất bim bim mái tôn cơ mà tại nhiều calo quá nên vẫn chưa ăn xong, hơn 160k mà nhận nguyên 1 thùng đủ cho cả cty lun, tính ra một bao chỉ 2-3k, mua từ t8, 3-4 ngày lâu lâu ms dám ăn 1 lần ko bk khi nào hết 😂, khá ok khi ăn chung vs bn bè hay xem phim làm vc nha",,northern,,youtube:krBawiuUmaQ,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Nói đến bánh gạo thì trong đầu tui nhảy số ngay bánh gạo ichi 🙂,,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quốc hưng là ông tui 😅😊,,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Tui chưa ăn mà cũng thấy ngon nha , tất cả ai ko mua đc thì mở mukbang ăn vặt bà Tuyết lên coi nha :))😅😅😅",,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
tr ơi a tui cug tên Quốc Hưng:)),,southern,,youtube:krBawiuUmaQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Sao ko thấy bác tuyệt comment nhở 1 ngày rồi lạ ghê,,northern,,youtube:krBawiuUmaQ,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Tui thích ăn chân gà rút xương nhất luôn á,,southern,,youtube:LbPu4jFp44s,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Xem phim Chuyện này nè Chuyện này vậy thôi chứ làm làm nhiều ra phải,,southern,,youtube:LbPu4jFp44s,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở tây ninh nè anh,,southern,,youtube:DRmJJGS2-_A,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
anh ơi mua xe tăng mi ni ở đâu,,central,,youtube:DRmJJGS2-_A,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Pit bị cho ra dìa khi có cách trợ lí khác,,southern,,youtube:DRmJJGS2-_A,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Coi 100 năm hông chán,,southern,,youtube:DRmJJGS2-_A,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
hay phết và lông mày leennn xuốnggg,,northern,,youtube:DRmJJGS2-_A,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
bữa e có xem thành phần món cơm cháy đáy nồi của bếp chè thái á em thấy mấy chị ý sử dụng gạo ST25 vs ruốc tự làm ý nên hơi đắt nhưng e thấy học sử dụng thành phần như thế thì chắc giá mức hợp lí nè,,southern,,youtube:k0w5CeTMyKE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Calbee cứ gọi là luôn. Ăn đỉnh vải mà nhiều loại nữa. Tui không ưa ngọt mà đợt ăn hết mấy bịch mới ngán 😂,,southern,,youtube:k0w5CeTMyKE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị review hài quá trời😂,,southern,,youtube:k0w5CeTMyKE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Schannel lại chuẩn bị có content đăng video nè,,southern,,youtube:k0w5CeTMyKE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ô mai đào bổ tui mua sốp khác thấy ngon chứ kh ngọt nhiều,,southern,,youtube:k0w5CeTMyKE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Cơm cháy đáy nồi ngon, tui ăn goy 😊",,southern,,youtube:k0w5CeTMyKE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"có ai ở bắc ninh như tôi khum(tui ở huyện yên phong, xã hòa tiến)",,southern,,youtube:_FNq3t3mqZw,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở bắc ninh nè!,,southern,,youtube:_FNq3t3mqZw,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở Bắc Ninh nè,,southern,,youtube:_FNq3t3mqZw,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Review đặt sản phú yên đi ạ e mong chờ quá trời luôn❤,,southern,,youtube:A6fdKp3iktQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"đang thích ăn vặt, chờ chị review quá trời, nay đã có rùi kakakaka",,southern,,youtube:A6fdKp3iktQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Cái sandwich sốt sa tế bên 7-11 có bán loại sandwich nướng có sẵn nhân sa tế dới chà bông như vầy nè, ngon nha. Nma ai k thích mùi ruốc chắc sẽ hơi ngại tại nó thơm mùi ruốc sa tế á",,southern,,youtube:A6fdKp3iktQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"cái bánh trứng cuộn gì gì đó ấy em ăn dở ẹc luôn mua lần đầu tại tạp hóa ăn vặt xong về sau thấy ngta mua bánh đó quá trời, ko bt là có cái gì ngon mà họ mê thế",,southern,,youtube:A6fdKp3iktQ,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"mình siu nghiện bánh bên Gulu foods mỗi lần mua 5.6hộp mà giá hơi mắc thật, cơ mà ngon đối với khẩu vị mình",,northern,,youtube:A6fdKp3iktQ,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
"Bả nói đúng ý tui về bánh cuộn gulu, ăn xong thấy chả có gì đặc biệt mà còn bị ngán á ăn cỡ 1-2 cái là ngán tui bỏ lun thùng còn lại 😅giá hơi cao",,southern,,youtube:A6fdKp3iktQ,,"{""northern"": 1, ""central"": 0, ""southern"": 2}"
Bt thừa bả k thik cá cơm t cx v ăn chả có j đặc sắc,,northern,,youtube:A6fdKp3iktQ,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
"25:27 bánh mì nào chả có hạn sử dụng tới 15 ngày? nó còn là loại sourdough nữa, làm từ rau củ ăn rất tốt cho sức khỏe",,northern,,youtube:TUVipEntCMM,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
"bánh tráng hành phi ngon ácc luôn á, tui mua lần 3 rùi kk",,southern,,youtube:TUVipEntCMM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Em đợi video của c lâu quá trời, luôn ủng hộ c",,southern,,youtube:TUVipEntCMM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mình ở hk mười mấy năm mà chưa thấy cái hộp bánh ý bao giờ 🤣 chắc là hk bên hông chợ lớn rồi 😆,,southern,,youtube:TUVipEntCMM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
tui lười xem quá ai tổng hợp nhừng món ngon nhất chị Hà Linh review,,southern,,youtube:TUVipEntCMM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ê tui thích xen bả rv quần áo á 😂😂,,southern,,youtube:TUVipEntCMM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Cái bánh nho khô của ý đấy mỗi khi tới Noel trong các siêu thị ở Châu Âu bán rất nhiều. Đóng gói trong hộp để có thể đem tặng, hsd cả tháng Tui không thích bánh này",,southern,,youtube:TUVipEntCMM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
loại này vừa bị phốt tại vì ăn xong bị đau bụng nè 9:22,,southern,,youtube:TUVipEntCMM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Để nhạc hài hài như mấy vid cũ đi chị, nhạc trong clip này nhẹ nhàng quá xem hông mắc cười lắm :v",,southern,,youtube:TUVipEntCMM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"chị ơi, review chị sài gì mà body trắng dữ vậy",,southern,,youtube:TUVipEntCMM,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cái kẹo sáp ăn cứ phải gọi là ối giời ơi,,northern,,youtube:TUVipEntCMM,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
dù chuyện gì xảy ra ai nói xấu gì tui vẫn tin tưởng các review của chị Linh,,southern,,youtube:gzDRw9pF5hI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bát miến chị làm ngon quá trời luôn ó,,southern,,youtube:gzDRw9pF5hI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Cái sấu mõ diet đó tui mua rồi ngon thật á mn. Mà tui lại ghiền cóc chua ngọt bên mõ hơn, chua chấm muối cuốn lắm",,southern,,youtube:gzDRw9pF5hI,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
hôm nay bả review dễ thương quá trời luôn á =))),,southern,,youtube:gzDRw9pF5hI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
chị dth quá đi mất =))) review nhiều cho em xem nghen,,southern,,youtube:gzDRw9pF5hI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
C ơi sữa rửa mặt nào phù hợp với da học sinh nhất ạ.mong c review về cái ni,,central,,youtube:gzDRw9pF5hI,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Vị vani ngon xỉu tui toàn xin ké của con để ăn😂😂😂,,southern,,youtube:gzDRw9pF5hI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
C Linh có bán CT làm nộm k ạ😂😂😂 Gấy Nghệ nấu ăn rất chi là ngon . Trừ e ăn tạm dxc,,central,,youtube:gzDRw9pF5hI,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Sơ hở là ""mấy má ơi"". Cò lẹ chưa chộ😂",,southern,,youtube:gzDRw9pF5hI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Có bạn nào thích ăn thịt xiên nướng giống Tôm không nè?,,southern,,youtube:TIkeFg61xI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Sao ông ăn ở cổng công viên nhà tui,,southern,,youtube:TIkeFg61xI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Á à em thấy anh ở công viên cầu giấy trướt qatin nè,,southern,,youtube:TIkeFg61xI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ô tô mới ăn ngon quá Em thèm quá trời rồi Em ăn ba cái cũng được nữa anh trả tiền hộ em❤😊😂🎉😢😮😅,,southern,,youtube:TIkeFg61xI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Nhà em ở gần công viên Cầu Giấy nè anh ❤😊🎉,,southern,,youtube:TIkeFg61xI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
em cũng Thích ăn thịt xiên nướng giống anh nè,,southern,,youtube:TIkeFg61xI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em thích ăn thịt xiên nướng nè,,southern,,youtube:TIkeFg61xI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em oét đây nè anh,,southern,,youtube:TIkeFg61xI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Có em thích ăn thịt xiên nướng nè!,,southern,,youtube:TIkeFg61xI0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ủa 1 năm rồi ư tui tưởng vừa ngủ xong luôn á😂😂😂,,southern,,youtube:o0xKwqILiRo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Rồng đỏ Fake má ơi rồng đỏ thật chỗ em có 4k,,southern,,youtube:o0xKwqILiRo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Tui thấy chị HL review sản phẩm bth mà, đâu có chê j đâu mà thấy nhiều người toxic vs chỉ nhờ Mn thấy chỉ phá bát cơm ngkhac là do chị ấy quá uy tín, những điều chị nói ra dựa trên quan điểm cá nhân và rất công tâm và quan tâm đến chất lượng và nguồn gốc sp Khác vs những reviewer khác là ko nhận booking và khen sai sự thật +1000rs ❤",,southern,,youtube:ssxbbgH89Oo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Buổi rì viu bất ổn 😂😂😂 Cơ mà mê bả mấy lúc chia đồ ăn ghê á, nhìn cưng 😂😂😂",,northern,,youtube:ssxbbgH89Oo,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Nghiện xem mục review này quá trời luônnn Luôn ủng hộ chị <3 và team,,southern,,youtube:ssxbbgH89Oo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"background màu đen như này dịu nè chị, đợt có cái màu hồng em thấy hơi chói",,southern,,youtube:ssxbbgH89Oo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
con Cà xỉu này ở Hải Phòng gọi là giá biển nè ăn ở HP chế biến xào lên hoặc làm gỏi cũng ngon lắm ;)),,southern,,youtube:ssxbbgH89Oo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
cà xỉu chỗ em gọi là giá bể nè,,southern,,youtube:ssxbbgH89Oo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"nước oishi mua ở siêu thị thành đô bán 3k 1 gói nè, uống ngon lắm mọi người ạ",,southern,,youtube:ssxbbgH89Oo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Cười xỉu, tui cũng 'khéo' y hệt bà, làm đâu hỏng đó 😂😂😂",,southern,,youtube:ssxbbgH89Oo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Sao tập này HL cứ quay ra nhìn bên trái bên phải thế. Khán giả đang ở phía trc cơ mà,,northern,,youtube:ssxbbgH89Oo,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
"Khúc bánh pía em nghĩ là đống đó hết HSD rồi, ngta xóa rồi in là ngày mới là cái chắc. Nhìn chỗ in NSX/HSD nó mờ nhạt dễ bay màu thế kia cơ mà",,northern,,youtube:ssxbbgH89Oo,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Em xem từ thứ 11 nè chúc chị Hà sam một ngày tốt,,southern,,youtube:Vk1E0KiWJec,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em chính là fan của chị Hà xanh nè❤❤❤ Em chúc chị Hà Lan luôn thật nhiều like,,southern,,youtube:Vk1E0KiWJec,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"úi giời ơi, vừa mới vào video thôi mà sao anh bita cứ nhảy nhót 😅😅😅",,northern,,youtube:Vk1E0KiWJec,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
chúc kênh chị hà sam và các a trong team thật nhiều sức khỏe để ra thật nhiều vid cho chúng e xem dạo ni chị hà sam 1 tuần đăng vid 1 lần hóng vid chị hà sam lắm mà chị làm ít quá ac cố gắng làm thật nhiều vid cho chúng e xem cho nó đã cái nư đi ạ🫶😭,,central,,youtube:Vk1E0KiWJec,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Chị Hà sam hái làm vì đeo đi tìm nhà hà hí đi❤❤❤😂🎉❤😂😂❤😂🎉,,central,,youtube:Vk1E0KiWJec,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
