dialect,standard,region,sentiment,source,source_split,row_id
Cái thứ 3: tao nè Ăn cơm lun khỏi ns,,southern,,youtube:HsV-A-LIF6w,,26904
Cái đầu tiên tui là miền bắc tui nói sao ko ko thì cut,,southern,,youtube:HsV-A-LIF6w,,26905
"Cái thứ năm: Cali khát nước đúng hông, cho uống nước sàn nhà nhé",,southern,,youtube:_RXDy4ucF6w,,26906
Mày thì trọc Vietnam nè,,southern,,youtube:_RXDy4ucF6w,,26907
Tui là phan Việt Nam mãi đỉnh,,southern,,youtube:_RXDy4ucF6w,,26908
"Tui hơi cận, lúc đầu nhìn tưởng ổng đội nón cao bồi lên hát",,southern,,youtube:zEiLOtINAlw,,26909
Có đúng 1 bài đầu là tui có nghe,,southern,,youtube:XsyCYzUYKf8,,26910
Bài tui thích là bài của trung quốc luôn là bài Fatal love,,southern,,youtube:XsyCYzUYKf8,,26911
Bài 2 tui nhớ làm gì có phải là Quẻ Bói chứ,,southern,,youtube:XsyCYzUYKf8,,26912
Tui biết hết,,southern,,youtube:XsyCYzUYKf8,,26913
super ai dol của tui đâu,,southern,,youtube:XsyCYzUYKf8,,26914
tui chẳng bt bài nào,,southern,,youtube:XsyCYzUYKf8,,26915
Tui có người ba nghe bài 4,,southern,,youtube:XsyCYzUYKf8,,26916
"Xem cười không nhặt được miệng, cười xóc hông luôn",,southern,,youtube:bMHZOnULmzU,,26917
"Không biết đây có phải là một trích đoạn trong "" Người phán xử "" không , nhưng ... hay phết !",,northern,,youtube:bMHZOnULmzU,,26918
Cái thoại chửi có trong những chị đại học đường của Hậu Hoàng phần ba nè,,southern,,youtube:bMHZOnULmzU,,26919
Đoạn phim VN hay nhất mà tui từng xem,,southern,,youtube:bMHZOnULmzU,,26920
Lúc đầu tui tưởng là mấy cái clip giang hồ dở hơi tào lao a ngờ khúc cuối cười tụt quần,,southern,,youtube:bMHZOnULmzU,,26921
Tui cười không ngậm được miệng,,southern,,youtube:bMHZOnULmzU,,26922
Trong phim này có khúc mình thấy quen quen nè,,southern,,youtube:bMHZOnULmzU,,26923
Đoạn đầu tưởng đánh nhau cơ đấy đoạn sau tận 4 tiếng,,northern,,youtube:bMHZOnULmzU,,26924
Trong hậu hoàng nè,,southern,,youtube:bMHZOnULmzU,,26925
ơ sao tui tua ngược và .. chả thấy tiếng việt chỗ nào (,,southern,,youtube:D5PlvCFlg_k,,26926
"Mi nắng đen , bản gốc . Còn đây là bản tua ngược: da nó đen là do nắng xuôn khi nắng xuôn là da sẽ đen da hổng đen là do ko có mưa mà do có mưa thì da hổng có đen mình cười ỉa , cảm ơn bạn đã đăng.",,southern,,youtube:D5PlvCFlg_k,,26927
Chủ kênh làm một bài Anh Việt đc ko ạ Ví dụ : mik cứ ìn choi cái mo-mần này :))),,central,,youtube:D5PlvCFlg_k,,26928
tui thích nhất là bản tua ngược tự nhiên da nó đen mắc cười vải nồi,,southern,,youtube:D5PlvCFlg_k,,26929
sao tui tua ko được z tua kiểu gì đấy bạn oi,,southern,,youtube:D5PlvCFlg_k,,26930
"Da nó đen là do nắng xuôn, khi nắng xuôn là da sẻ đen , da hổng có đen là do có mưa,mà do có mưa là da hổng có đen khá đữ",,southern,,youtube:D5PlvCFlg_k,,26931
Tao đang bên mỹ nè nhưng tao phe việt nam,,southern,,youtube:_RXDy4ucF6w,,26932
Tui cười đến nỗi chệch hàm,,southern,,youtube:D5PlvCFlg_k,,26933
tui nè hihi,,southern,,youtube:_RXDy4ucF6w,,26934
"Này máy thằng Cali nghe anh nói nè, tụi bay đã ko có nước r, muốn có nước ko, à mà quên tụi bay đâu có xứng đáng để có nước đâu",,southern,,youtube:_RXDy4ucF6w,,26935
Tui fa cali trolll việt nam đâu,,southern,,youtube:PILm7m1xQeM,,26936
Trời ơi bài gì mà kịch hay dữ vậy,,southern,,youtube:PILm7m1xQeM,,26937
cali oi em cho anh này nè cali dó là hình nhân vât em mói draw anh thay dep ko,,southern,,youtube:PILm7m1xQeM,,26938
Tôi là anh em Việt Nam đây nè,,southern,,youtube:PILm7m1xQeM,,26939
"Nghe bài này,đột nhiên tui lấy Lịch Sử,ra tui làm hết",,southern,,youtube:PILm7m1xQeM,,26940
Nhìn avatar của tui là hiểu,,southern,,youtube:PILm7m1xQeM,,26941
Ê tui nghĩ Cali phân bón cho cây nhưng cây héo chứ,,southern,,youtube:PILm7m1xQeM,,26942
Skin tui đẹp nhất(soi các thanh đỏ nha),,southern,,youtube:PILm7m1xQeM,,26943
Ối giời ôi gọi cali là ba que cơ Á,,northern,,youtube:PILm7m1xQeM,,26944
Tui yêu việt nam 3 que là cali đó hả???,,southern,,youtube:PILm7m1xQeM,,26945
Tui học công nghệ thì cô nói có phân bón cali,,southern,,youtube:PILm7m1xQeM,,26946
cũng tội Cali đi tôi chúc Cali một ngày vui vẻ không cho ai đụng vào Cali đó là tui chúc rồi đó,,southern,,youtube:PILm7m1xQeM,,26947
Ê cho hỏi cái anh bưng tượng bự chà bí tên j z sao nhìn tóc quen quen ta ơi ở cái chổ đám hỏi nè tên minh đúng ko nguyễn quốc minh đúm ko ?,,southern,,youtube:i__8ePg9Ulc,,26948
Chúc mừng đỗ đạt có vợ rồi nè hạnh phúc nha,,southern,,youtube:i__8ePg9Ulc,,26949
Tui là hiha đây,,southern,,youtube:i__8ePg9Ulc,,26950
Hong biết sao tui nghe là hôm nay anh cưới Đỗ Đạt,,southern,,youtube:i__8ePg9Ulc,,26951
Ê ê tui thấy con mắt lúc đoạn đám hỏi thấy mắt ô hoàng hôn,,southern,,youtube:i__8ePg9Ulc,,26952
ủa tối mà hai anh Đạt cho anh Khải cho anh Đạt cho anh Khải ăn luôn em thả tim cho cho anh chị mới cưới luôn nè,,southern,,youtube:i__8ePg9Ulc,,26953
tui có chồng choi trong game nhưng bị chia tay òi tui bỏ chồng cũ để yêu ảnh mà chia tay òi,,southern,,youtube:i__8ePg9Ulc,,26954
Có cả thành dolphin nè,,southern,,youtube:i__8ePg9Ulc,,26955
Trời Anh đỗ đạt lấy vợ kiểu gì đấy đấy là con trai giả làm con gái cơ mà,,northern,,youtube:i__8ePg9Ulc,,26956
Em cũng là fan anh Đỗ Đạt nè,,southern,,youtube:i__8ePg9Ulc,,26957
Ổng đi mà em tui đằng sau nó khóc lun,,southern,,youtube:i__8ePg9Ulc,,26958
Bro làm cali thành bóng đá đi tui cho bạn tui đá thoải mái luôn:))),,southern,,youtube:_RXDy4ucF6w,,26959
Chắc tui mua thêm cái đồ lau chân hình ba que cho đủ bộ,,southern,,youtube:_RXDy4ucF6w,,26960
tui lấy giấy in hình Cali để chùi cái đó,,southern,,youtube:_RXDy4ucF6w,,26961
"Úi giời, cali nó còn phải lấy kéo chứ đâu dám xé, xé là hiểu số phận của nó rồi",,northern,,youtube:_RXDy4ucF6w,,26962
Nhạc chế xin đừng ném đá :)) *Da nó đen là do nắng xuống* *Khi nắng xuống là da sẽ đen* *Da không có đen là do có mưa* *Mà do có mưa là da hong có đen* :))) Tui bài Yêu là cưới đi xem có ra tiếng Việt không hay là lại ra tiếng Thái hay gì đó :)),,southern,,youtube:D5PlvCFlg_k,,26963
tua ngược thật sự có đúng là như vậy ko đúng thì tui mới nể,,southern,,youtube:D5PlvCFlg_k,,26964
Nghe bài này có trong game play Together nè,,southern,,youtube:D5PlvCFlg_k,,26965
Má ơi nó hài mà bẹo hình bẹo dạng kiểu j á,,southern,,youtube:xHhIelJHv8Y,,26966
A tui đg học cái này nek,,southern,,youtube:xHhIelJHv8Y,,26967
tui cười to quá bà bảo tui điên,,southern,,youtube:xHhIelJHv8Y,,26968
Cái video này tui có xem trên tiktok,,southern,,youtube:xHhIelJHv8Y,,26969
Má ơi t buồn cười vãi nó cứ sao sao á,,southern,,youtube:xHhIelJHv8Y,,26970
tui thấy cảm lạnh thì có,,southern,,youtube:xHhIelJHv8Y,,26971
Má ơi chúc têt mà mặc đồ cảnh sát hết hồn,,southern,,youtube:0X8Fp0nQEvU,,26972
Tui cx chúc tết cô nhưng mà khi tui đến với bộ đồ cảnh sát thì cô rất bất ngờ vì tui thích cô bất ngờ và phản ứng của cô nó rất lạ,,southern,,youtube:0X8Fp0nQEvU,,26973
Tui khúc đầu tưởng cô bị bắt á Khúc sau thấy cô có 2 đứa hs chúc tết,,southern,,youtube:0X8Fp0nQEvU,,26974
Khúc đầu tui cứ tưởng là hai học trò cũ đến nhà cô để đưa cô lên phường uống trà chứ,,southern,,youtube:0X8Fp0nQEvU,,26975
Chúc Tết mà tui tưỡn căm thù tới bắt đi,,southern,,youtube:0X8Fp0nQEvU,,26976
Khúc đầu tui kiểu: Khúc sau :,,southern,,youtube:0X8Fp0nQEvU,,26977
"hết hồn,tui tưởng cô giáo bị bắt lên đồn",,southern,,youtube:0X8Fp0nQEvU,,26978
nếu tui ko nghe ở đằng sau chắc tui nghĩ là bị bế lên phường :),,southern,,youtube:0X8Fp0nQEvU,,26979
Còn tui đếm ngược ...để đón giao thừa á,,southern,,youtube:0X8Fp0nQEvU,,26980
Hôm trước tui cầm vài con dao qua để... Dạy nhỏ bạn nấu ăn,,southern,,youtube:0X8Fp0nQEvU,,26981
Làm tui giật mình tưởng cô kia đi tù,,southern,,youtube:0X8Fp0nQEvU,,26982
Hôm bữa tui cx đặt một cái đồng hồ hẹn giờ để….. khủng bố,,southern,,youtube:0X8Fp0nQEvU,,26983
Chúc tết mà tui tưởng đâu bắt tội phàm không á,,southern,,youtube:0X8Fp0nQEvU,,26984
Làm tui hết thồn,,southern,,youtube:0X8Fp0nQEvU,,26985
Cái meme ở dưới tên gì vậy mọi người tui bị tối cổ,,southern,,youtube:0X8Fp0nQEvU,,26986
Hồi trước tui ra ngoài nhà mợ tui chơi mợ tui ở ngoài bắc lúc tui đag chạy xe điện chở mợ mua đồ tự nhiên có thằng nhóc tông vô xe tui .Tui ko trách j nó mà nó nói tui là đéo có mắt à tui tức quá nói duma bt bố m là ai ko?! Nó khóc luôn,,southern,,youtube:HsV-A-LIF6w,,26987
I chang luôn tui miền Bắc nè,,southern,,youtube:HsV-A-LIF6w,,26988
hay hay tui miền bắc chỉ cần tui đi học muộn nghỉ luôn 1 buổi,,southern,,youtube:HsV-A-LIF6w,,26989
Tui đi ra miền bắc ngay bây giờ,,southern,,youtube:HsV-A-LIF6w,,26990
tôi miền Bắc cũng thế nè hợp lý nhất,,southern,,youtube:HsV-A-LIF6w,,26991
Bạn tui người miềnn BẮC á,,southern,,youtube:HsV-A-LIF6w,,26992
Chắc tui cười đến già luôn quá,,southern,,youtube:xHhIelJHv8Y,,26993
Khúc ôm nhau cái đầu tui nó lại tinh nghịch,,southern,,youtube:xHhIelJHv8Y,,26994
Ê có xem r nè của kevin,,southern,,youtube:xHhIelJHv8Y,,26995
Thật hữu ít tui sẽ coi mỗi ngày trước khi đi ngủ :),,southern,,youtube:xHhIelJHv8Y,,26996
"Thật ra đây không phải là bản tua ngược nha mọi người..nghe kỉ thì sẽ hiểu,nhưng mà tui muốn lạy mấy thầy làm ra cái này luôn á,thật là thiên tài..nghe lần đầu tui muốn học máu luôn á mấy cha...kkk...",,southern,,youtube:D5PlvCFlg_k,,26997
Tui người Thái Lan nè mỗi ngôn ngữ khác sa,,southern,,youtube:D5PlvCFlg_k,,26998
Bài này tên là gì nhỉ tui quên mất trước có quen bạn thái lan đăng stroy có bài này mà quên r,,southern,,youtube:D5PlvCFlg_k,,26999
Ôi giời ôi,,northern,,youtube:D5PlvCFlg_k,,27000
nhạc thì chả có thông điệp k có j hay ho,,northern,,youtube:3jkcyeGKeEA,,27001
MÁ ƠI HÁT NHÉP,,southern,,youtube:3jkcyeGKeEA,,27002
"tui ấn tượng cảnh meg đi tò trở về nhà sau đó đấm ô bố của mình một trận khẳng định sức mạnh , do mọi khi ổ hay bắt nạt mà mọi người trong nhà lại chả quan tâm",,southern,,youtube:ohpH6tdioOo,,27003
Thật ra thì tui thấy nó giống nạn trọng trai khinh gái ở Trung Quốc ý. Có gì sai sửa giùm nhe,,southern,,youtube:ohpH6tdioOo,,27004
"Chả có j phải cãi nhau cả. Đó vốn là phim hoạt hình, Meg bị ghét vì đó vốn phải vậy, để tạo tiếng cười, để có thêm ý tưởng cho phim. Còn mấy lí do như tên hay meg kà trai thì đó cũng chỉ là cảnh phim gây hài thôi, như kiểu mỗi cảnh là mỗi vũ trụ khác nhau vậy",,northern,,youtube:ohpH6tdioOo,,27005
tui thấy chris cx có ghét meg lắm đâu,,southern,,youtube:ohpH6tdioOo,,27006
"Ghét meg vì ghét meg? Meg bị ghét để tạo tiếng cười qua mấy trò lố bịch, như ""bao cát"" của bộ phim vậy, chứ chả có lí do gì mà ghét không có lí do, tác giả phải hiểu tâm lý người xem mới mang tiếng cười được cho họ chứ.",,northern,,youtube:ohpH6tdioOo,,27007
Ghét meg vì meg đã trở thành giang hồ trong một tập phim tui thấy meg trở thành đại ca mới ra tù nên tui rất ghét meg,,southern,,youtube:ohpH6tdioOo,,27008
Tôi thuộc rồi nè nghe hoài luôn á vì nó rất là dễ thương,,southern,,youtube:W1-p0f08aGw,,27009
Trời ơi chồng tui ơi.,,southern,,youtube:JWNDdo-G1Ac,,27010
Bài này hay quá trời nè,,southern,,youtube:W1-p0f08aGw,,27011
Ủa cái bài này quen quen á tui nhớ rồi cái bài này tôi xem rồi ủa nhưng mà cái bài này ở nước Indonesia mà,,southern,,youtube:W1-p0f08aGw,,27012
"Tui mới coi cái này á...nó cũng hơi xến xến,mà cũng dễ dễ thương nha...",,southern,,youtube:W1-p0f08aGw,,27013
Tui biết hát rồi nè,,southern,,youtube:W1-p0f08aGw,,27014
2026 còn ai xem giống tui hông nghe rất nhiều lần lun á,,southern,,youtube:W1-p0f08aGw,,27015
Ủa sao nghe giống nhạc Khmer dữ vậy trời,,southern,,youtube:W1-p0f08aGw,,27016
Bro sao giong tui vay,,southern,,youtube:W1-p0f08aGw,,27017
Kể chuyện này hình như em mơ ước ở trên nè em Em nhắn bình luận là,,southern,,youtube:W1-p0f08aGw,,27018
Sao giống cô tiếng tui còn giống giọng á,,southern,,youtube:W1-p0f08aGw,,27019
Ơi quen quen nhau nhà tôi có một người Khmer nè Khmer xanh,,southern,,youtube:W1-p0f08aGw,,27020
TUI COI NĂM 2026 NÈ,,southern,,youtube:W1-p0f08aGw,,27021
Má ơi bảo vệ đâu ko thấy thấy toàn sờ mó bốp ấy thui à mà hài,,southern,,youtube:xHhIelJHv8Y,,27022
Bất ổn quá trời ơi nhìn 2 người kìa méo luôn kìa haha /l\ / \,,southern,,youtube:xHhIelJHv8Y,,27023
Wow mắt tui bị sao vậy//á//mắt tui,,southern,,youtube:xHhIelJHv8Y,,27024
sao chị hát hay dữ vậy,,southern,,youtube:W1-p0f08aGw,,27025
Cho tui xin tên nha,,southern,,youtube:JWNDdo-G1Ac,,27026
Ủa z là cht chx tui k cs ý j đâu chỉ muốn hỏi thôi chứ cug xót,,southern,,youtube:JWNDdo-G1Ac,,27027
Cho tui hỏi tập mấy với ad ơi mọi người ai biết biết chỉ tui với,,southern,,youtube:JWNDdo-G1Ac,,27028
"Ủa mà ông Rô làm như chưa ai biết mặt ổng hay sao á Hay gương mặt của Ngôn Nhất Trì, con trai tập đoàn bỏ trốn, sợ gia môn tìm được hay gì mà che dữ vậy chú",,southern,,youtube:yN94GT8r8zc,,27029
chị Rubi vừa tì hí anh siro ạ,,central,,youtube:yN94GT8r8zc,,27030
Sao anh thương vậy Dữ vậy anh Rô,,southern,,youtube:yN94GT8r8zc,,27031
Ai nói ko iu papa tui đc Iu pa nhất,,southern,,youtube:yN94GT8r8zc,,27032
ngày 8/9 là sn tui nè,,southern,,youtube:yN94GT8r8zc,,27033
Đầu nè ông dà =)) Anh chơi cùng YaBun đi anh,,southern,,youtube:yN94GT8r8zc,,27034
Tính ra trang and vinh là team tui thấu hay nhất mà ko dính drama vs mấy team khác,,southern,,youtube:UbhuvlDvksk,,27035
Chị trang đẹp gái quá trời luôn cô,,southern,,youtube:UbhuvlDvksk,,27036
Tui tui nè,,southern,,youtube:UbhuvlDvksk,,27037
Anh minhhh hát hài quá trời luôn á trời ơi,,southern,,youtube:UbhuvlDvksk,,27038
Muốn đi lấy chồng thì đi đi còn dương díu Tui làm gì. Mà không thích thì sao. Tình còn vương sao mà đi được,,southern,,youtube:rR9o2DyFfVc,,27039
"Trời ơi nhìn 2 a chị rể thương quá trời luôn, nhớ tiếc c phi Nhung quá",,southern,,youtube:rR9o2DyFfVc,,27040
Hu nhớ nớ chị 2 nè người nghệ sĩ đat. Tài. Nhân hậu hu mãi mãi trong lòng khán giả.,,central,,youtube:rR9o2DyFfVc,,27041
thương đôi tình nhân nhạc trữ tình đôi cải lương quá đi nè,,southern,,youtube:rR9o2DyFfVc,,27042
Cho dù là diễn nhưng nhập vai lố quá cũng làm vợ MQ nghen nha,,southern,,youtube:rR9o2DyFfVc,,27043
"Nabee nghe dọng thật của sầu riêng cái hết hồn luôn, với toga có duyên ghê hen",,southern,,youtube:To_9nzElme4,,27044
Tôgàkiểu: này thì phá tui,,southern,,youtube:To_9nzElme4,,27045
Nãy thì hay đó nhưng hát thật nè,,southern,,youtube:To_9nzElme4,,27046
Anh toga kiểu này thì cươp người yêu của tao nè,,southern,,youtube:To_9nzElme4,,27047
Sầu riêng và toga nè đã nói là hai đứa sẽ quen nhau mà,,southern,,youtube:To_9nzElme4,,27048
Sầu riêng kiểu : hát tặng bn gái xinh đẹp của tui Bạn gái kiểu: sầu riêng hát hay quá Toga kiểu: tao cho mày khỏi hát luôn nè Sầu riêng kiểu: ủa ai tắt của mình vậy Bạn gái kiểu:ủa sầu riêng hát chả hay gì hết trơn Á,,southern,,youtube:To_9nzElme4,,27049
Anh sâu riêng có thằng bạn thân quá trời tốt luôn,,southern,,youtube:To_9nzElme4,,27050
Anh hát hay quá tắt nhạc đi thì ôi giời,,northern,,youtube:To_9nzElme4,,27051
Ôi giời ơi ảo thuật đây,,northern,,youtube:To_9nzElme4,,27052
Ăn sầu riêng hát ban đầu hay lắm cơ mà sao bây giờ đoạn cuối cùng nó kỳ dữ dội sầu riêng ơi ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha cười,,northern,,youtube:To_9nzElme4,,27053
Lớp tui có người tên LiSa tên đầy đủ là Triệu Hà LiSa,,southern,,youtube:aIM7ejHjzrU,,27054
Nhạc em cúp điện nhờ chị nhảy xong rồi hết cúp điện luôn rồi nè hay thiệt chứ,,southern,,youtube:aIM7ejHjzrU,,27055
"Hé lô a, e fen mới a nè :))",,southern,,youtube:yN94GT8r8zc,,27056
Tui thích lisa,,southern,,youtube:aIM7ejHjzrU,,27057
Tui được 7 người,,southern,,youtube:aboGZ-Lw1dU,,27058
T chả biết thằng nào,,northern,,youtube:aboGZ-Lw1dU,,27059
Chị Linh barbie ngầu quá trời luôn chị ơi,,southern,,youtube:O3NMUGK1zeI,,27060
Thử thách chị Hai mươi bốn giờ cùng mi ni,,central,,youtube:O3NMUGK1zeI,,27061
Tiếng này của 505 nè,,southern,,youtube:O3NMUGK1zeI,,27062
Em rat thich tui chi luona,,southern,,youtube:O3NMUGK1zeI,,27063
Haha em là fan của anh nè,,southern,,youtube:XBZkTJAG-3s,,27064
tui fan anh sầu riêng với anh huy nod,,southern,,youtube:XBZkTJAG-3s,,27065
Ê sao nhìn lúc huy noob lắc hông nó cứ sao sao á,,southern,,youtube:XBZkTJAG-3s,,27066
Ủa sao anh maz mập dữ vậy,,southern,,youtube:XBZkTJAG-3s,,27067
Theo tui thấy fan hiha có 1 thành phần trẻ trâu hoặn cuồn hiha ví dụ như hiha siêu ngầu 2k15 thằng là 1 loại sẵn sàng làm Cali để fan hiha 1 phần!!,,southern,,youtube:XBZkTJAG-3s,,27068
em là fan hihi nè,,southern,,youtube:XBZkTJAG-3s,,27069
"Tới cảnh Qh khỏi phk nghĩ, còn để ảnh đó làm avt fb cơ mà",,northern,,youtube:aboGZ-Lw1dU,,27070
Ê tui fan quang hùng nè,,southern,,youtube:aboGZ-Lw1dU,,27071
Cái thứ hai tui tưởng là Đình Bắc,,southern,,youtube:aboGZ-Lw1dU,,27072
Quang Hùng của tui siêu đẹp trai lun á,,southern,,youtube:aboGZ-Lw1dU,,27073
tui tên Trương thị đông nhi,,southern,,youtube:aboGZ-Lw1dU,,27074
Tranh hồi nhỏ j97 giống tranh nhà anh đạt hồi nhỏ tui rê,,southern,,youtube:aboGZ-Lw1dU,,27075
8/8 đúng hết luôn nè nhưng tui thích Quang Hùng với Dương Domic hơn,,southern,,youtube:aboGZ-Lw1dU,,27076
Tui đoán đc mỗi jack,,southern,,youtube:aboGZ-Lw1dU,,27077
Tui thì 0/8,,southern,,youtube:aboGZ-Lw1dU,,27078
6/8 hiếu thứ hai tui biết rồi :))),,southern,,youtube:aboGZ-Lw1dU,,27079
HIEUTHUHAI dễ mà nhìn cái tui bt liền luôn,,southern,,youtube:aboGZ-Lw1dU,,27080
Tui bt 3 ng còn 2 bt ng của ủng nhưng kb tên,,southern,,youtube:aboGZ-Lw1dU,,27081
Tui fan dương domic nè,,southern,,youtube:aboGZ-Lw1dU,,27082
Á đù tui sinh cùng ngày cùng tháng với anh dương domic luôn,,southern,,youtube:aboGZ-Lw1dU,,27083
Tui ko đoán đc cái nào,,southern,,youtube:aboGZ-Lw1dU,,27084
tui đúng 2 ng 1 là jack 2 là stmtp,,southern,,youtube:aboGZ-Lw1dU,,27085
j97 tui không biết nhưng tui biết hết 7 cái trừ j97,,southern,,youtube:aboGZ-Lw1dU,,27086
Ai là fan của mèo simmy thì bấm vào đây nè,,southern,,youtube:6WeMGlyuGz8,,27087
sớm nè anh=))),,southern,,youtube:6WeMGlyuGz8,,27088
Bà này mà tôi gặp ngoài chợ là tui cho bà ko còn răng mà ăn,,southern,,youtube:6WeMGlyuGz8,,27089
Account của tui bị ban rôi chỉ còn cái nịt,,southern,,youtube:X1SM9PfQwAM,,27090
Ê tôi tên thiện ngôn nè,,southern,,youtube:X1SM9PfQwAM,,27091
Tìm tên tui hauaonhayhh giống skin ah len 100%,,southern,,youtube:X1SM9PfQwAM,,27092
Mọi người ơi cái đó là anh slenderman ai mà sao may mắn dữ vậy,,southern,,youtube:X1SM9PfQwAM,,27093
Tui tên thiện,,southern,,youtube:X1SM9PfQwAM,,27094
Trưa nay tui gặp anh len đoá,,southern,,youtube:X1SM9PfQwAM,,27095
Idol huyền thoại của tui á,,southern,,youtube:X1SM9PfQwAM,,27096
Nãy tui mới gặp ah slen á tui thấy rõ luôn thề không xạo,,southern,,youtube:X1SM9PfQwAM,,27097
Có lúc tui đang chơi game cái gặp anh slenderman,,southern,,youtube:X1SM9PfQwAM,,27098
Tui vừa kiệt bạn với slen anh ấy đang chơi,,southern,,youtube:X1SM9PfQwAM,,27099
Này thì thành phố lớn với chúng tui này,,southern,,youtube:Rk-z_IvvLDs,,27100
"Em là fan của chị YMMI,HIHA nè!:-)",,southern,,youtube:Rk-z_IvvLDs,,27101
Sao em thấy chị Zombie ngoài đời bị anh huy nút đánh quá trời tron Trong mai Kraft mà ngoài đời thật chị Zombie đánh anh huy nút nhiều quá,,southern,,youtube:Rk-z_IvvLDs,,27102
Bình luận đầu nè,,southern,,youtube:Rk-z_IvvLDs,,27103
Chen ni là ai vậy anh tora,,central,,youtube:Rk-z_IvvLDs,,27104
Em là bạn phan của Các Anh chị nè em đã nhấn Lai cho anh chị kí tên phan cứng,,southern,,youtube:Rk-z_IvvLDs,,27105
Sao có tên tui trong đó vây,,southern,,youtube:Rk-z_IvvLDs,,27106
Ai fan chị yummie thì giơ tay nè!,,southern,,youtube:Rk-z_IvvLDs,,27107
chị nabee của tui đâu,,southern,,youtube:Rk-z_IvvLDs,,27108
Ta nhớ là anh Kenny đúng không ốp lưng đúng rồi nè YouTube zombie mình đã nói đúng kết hợp đồng hôn nhân tôi bắn súng trực tiếp làm mát rồi tối nay lạnh đúng cách làm mèo rồi nè,,southern,,youtube:Rk-z_IvvLDs,,27109
Tui fan Sơn đù còn lại anti fan hết,,southern,,youtube:Rk-z_IvvLDs,,27110
"Đầu nè cô ơi,(ghim con)yêu cô và Trúc An lắm><",,southern,,youtube:BiNUG0-Mjk0,,27111
Đầu nè cô ơi con đăng k6 cho cò rồi,,southern,,youtube:BiNUG0-Mjk0,,27112
Đông ngiệt người lun chắc chen lắm lun đúng hông chị,,southern,,youtube:BiNUG0-Mjk0,,27113
"Đầu nè cô ơi,(ghim con)yêu cô và Trúc An lắm",,southern,,youtube:BiNUG0-Mjk0,,27114
Cầu Bình Lợi ở gần nhà mình nè người ta đi bão đông lắm hổng dám ra đường,,southern,,youtube:BiNUG0-Mjk0,,27115
Buồn quá chỗ tui ko có đi bảo :(((,,southern,,youtube:BiNUG0-Mjk0,,27116
Em nó bất ổn dữ vậy:))),,southern,,youtube:X1SM9PfQwAM,,27117
Ê hồi bữa tui gặp anh len nè,,southern,,youtube:X1SM9PfQwAM,,27118
Tui đăng kí của bn r cho mình vào team ah len đi mik fan ah 5 năm r :((( tên kehuygie,,southern,,youtube:X1SM9PfQwAM,,27119
Kb với tui đi tui đk rồi chơi 1mình chán quá duongdeptraihehe0,,southern,,youtube:X1SM9PfQwAM,,27120
Tui cười ẻ lun với hai người này á,,southern,,youtube:6WeMGlyuGz8,,27121
Tui bị ám ảnh bà này nè,,southern,,youtube:6WeMGlyuGz8,,27122
tui mà gặp chị này thì đánh cho bay cái hàm răng luôn cho bỏ cái tạc ăn nói sà lơ lại :))),,southern,,youtube:6WeMGlyuGz8,,27123
Nếu là tui: (Rút dao làm bả thành nước ép dưa hấu),,southern,,youtube:6WeMGlyuGz8,,27124
Chj này đớp một quả cam chắc đc nè:)),,southern,,youtube:6WeMGlyuGz8,,27125
quá trời rồi kìa,,southern,,youtube:6WeMGlyuGz8,,27126
Tức quá trời luôn ấy bị người ta cắn mất rồi lần sau đừng có cắn nữa đấm cho phát bây giờ,,southern,,youtube:6WeMGlyuGz8,,27127
Tui nhìn bã ăn mà tui ám ảnh,,southern,,youtube:6WeMGlyuGz8,,27128
Yeah yeah yeah ăn bento siêu cay hay ăn bento xanh Thôi chú cho cả hai mà con ăn cay nhớ loa lên nha Để chú biết chú lấy đá me cồn thùng nước sông nữa nè 10.000 mà chúa miễn phí nè,,southern,,youtube:6WeMGlyuGz8,,27129
Tui là tui đấm cho chết >:))),,southern,,youtube:6WeMGlyuGz8,,27130
mèo thông minh hơn tui nữa có cách xứ lý khi đối phó với con sói,,southern,,youtube:hRG9xhj_4Ek,,27131
Mèo nhanh nhẹn chứ thông minh hồi nào thông minh bằng con người hông,,southern,,youtube:hRG9xhj_4Ek,,27132
Em nói nè Tại sao thằng chủ nó nuôi mấy con mèo xong tự nhiên đặt camera làm chi tới khi mà thằng chủ nhin thay con sói chuẩn bị cắn hai con mèo May cho mây con meo no thông minh chư no ma không thông minh thi no chêt tư lâu rôi,,southern,,youtube:hRG9xhj_4Ek,,27133
Hay chế ngầu quá đi à em bắng tim cho hai chế nè,,southern,,youtube:O3NMUGK1zeI,,27134
đúng là thông minh minh mà phải hông mấy anh em,,southern,,youtube:hRG9xhj_4Ek,,27135
Em ở đất đỏ nè ở gần công viên Võ Thị sáu nè,,southern,,youtube:x3M0RqZKBBs,,27136
Bản chất và làm hay chắc bạn chắc chắn độc đáo nhất nước Việt Nam đúng không uống nước Việt Nam nè đất nước Việt Nam máy yêu bạn; ảnh của bạn y chang luôn bệnh viện quá là hay luôn,,southern,,youtube:x3M0RqZKBBs,,27137
