dialect,standard,region,sentiment,source,source_split
Em bAc giang nè chị,,southern,,youtube:mQxjJpr8Gvg,
Em ở Lâm Đồng nè chị ơi,,southern,,youtube:mQxjJpr8Gvg,
Chúc cj mạnh khoẻ à e ở đak lak nè krong pak .ea yong,,southern,,youtube:mQxjJpr8Gvg,
Điện Biên nè 27 điện biên chào m.n nha,,southern,,youtube:mQxjJpr8Gvg,
Em quê bác hồ nè,,southern,,youtube:dpaz38AFJto,
Em đang ở Hà Nội nè,,southern,,youtube:dpaz38AFJto,
Em ở Đồng nai luôn nè chị,,southern,,youtube:dpaz38AFJto,
Em quê Tiền Giang nè,,southern,,youtube:dpaz38AFJto,
Em cùng quê với bác hồ nè,,southern,,youtube:dpaz38AFJto,
Tui Long An,,southern,,youtube:dpaz38AFJto,
26 Sơn La nè,,southern,,youtube:dpaz38AFJto,
Đồng Tháp quê tui mãi đỉnh,,southern,,youtube:dpaz38AFJto,
62 Long An nè,,southern,,youtube:dpaz38AFJto,
Em quê ở Tuyên Quang nè,,southern,,youtube:dpaz38AFJto,
Cát đáng yêu nè bé tí nè game Fifa là nhất,,southern,,youtube:dpaz38AFJto,
"Phim hay quá trời đất, cảm ơn admin nhé. Gấu Mèo chúc các bạn xem vid vui vẻ ạ",,southern,,youtube:mQxjJpr8Gvg,
Cứu tui nhà tui nói tùm lum=),,southern,,youtube:xKVOgjqdFtg,
em ở Tiền Giang cái bè nè,,southern,,youtube:mQxjJpr8Gvg,
Hòa bình này r ờm...Lào cai này r Điện Biên này Khánh Hội này r Kiêng Giang nek r ờm...Lâm Đồng nek vv...tui bt rất nhiều lun nói chung là bt hết á^^,,southern,,youtube:mQxjJpr8Gvg,
Ủa ủa thíu cái gì đó ý Nhanh Trí ưi...! Vũng Tàu của tui đâu aloaloalo!!,,southern,,youtube:mQxjJpr8Gvg,
Em ở SÓC TRĂNG nè cj nhà em ở hình ảnh ST lun,,southern,,youtube:mQxjJpr8Gvg,
phú thọ là quê của em nè chị,,southern,,youtube:mQxjJpr8Gvg,
Cần Thơ quê tui nha,,southern,,youtube:mQxjJpr8Gvg,
Tui ở Kiên Giang nè.68 Kiên Giang mãi đỉnh,,southern,,youtube:mQxjJpr8Gvg,
Đúng hết nè cj iuuu,,southern,,youtube:mQxjJpr8Gvg,
Hòa Bình là quê của em nè,,southern,,youtube:mQxjJpr8Gvg,
1 hòa bình 2 hông biết 3 hông biết 4 khánh hòa 5 kiên giang 6 hông biết 7 bắc giang 8 hưng yên 9 lạng Sơn 10 hông biết 11 cao bằng 12 long an 13 phú long 14 hông biết 15 sóc Trăng dể nhất 16 trà vinh 17 tiền giang 18 vĩnh phúc 19 hông biết 20 đồng tháp,,southern,,youtube:mQxjJpr8Gvg,
Ngoại em ở Hòa Bình nè,,southern,,youtube:mQxjJpr8Gvg,
Em ở khánh hòa nè,,southern,,youtube:mQxjJpr8Gvg,
Mình ở Bắc Giang nè,,southern,,youtube:mQxjJpr8Gvg,
14 câu nè chị,,southern,,youtube:mQxjJpr8Gvg,
Dễ quá trời . Tôi rất thích,,southern,,youtube:mQxjJpr8Gvg,
Cái cây súng trong phim đó bắn ai trứng đó tui coi phim thấy nằm dưới đất mà nó còn bắn trúng bà viên né được cũng hay rồi đó,,southern,,youtube:N51XJfZzXVA,
Tui cười muốn rớt cả miệng a hihi,,southern,,youtube:N51XJfZzXVA,
qhim này mắc cười quá trời luôn,,southern,,youtube:N51XJfZzXVA,
Tui có chử x .có tam giác. Có cả hình thuyền bác nhả nè. Vẩn nghèo Anh oi.,,southern,,youtube:EO8Jdj7Como,
chữ x tâm giác thuyền bắc nhã đây luôn nè giàu đâu .ở đậu bị đuổi lên đổi xuống,,southern,,youtube:EO8Jdj7Como,
Tui là hội đủ 4.tương rõ rệt mà khổ thầy ơi,,southern,,youtube:EO8Jdj7Como,
Tui hội tụ đủ yếu tố.. làm việc thiện nhiều.. mà như ông nói thì sai roi . chắc là ngược lại,,southern,,youtube:EO8Jdj7Como,
"E tui hình chữ nhất,tui hình con thuyền bác nhã,ck tui hình chữ M và dấu X khổ còn hơn cái rổ,mấy ông ngồi 1 chỗ chỉ bt nói tào lao,lm chết mịa cũng ko đủ no ở đó mà giàu,giào hòm thì có",,southern,,youtube:EO8Jdj7Como,
"Tui co 4 luon ne, co thay gi dau... no vi chay sut quan luon",,southern,,youtube:EO8Jdj7Como,
"Ko chính sát tui có hình chữ x , và có thêm chữ ,m mà vẫn ngèo",,southern,,youtube:EO8Jdj7Como,
Giàu qq.trong tay tui có hai hình rồi đó ông nồi xl,,southern,,youtube:EO8Jdj7Como,
Mình có 4 tướng trên nhưng h đang buồn khổ nè,,southern,,youtube:EO8Jdj7Como,
"Tui có 3 ca lận đó ( x ,tam giác,thuyền bác nhã) sao vẫn khổ trời ạ",,southern,,youtube:EO8Jdj7Como,
Ko đúng đâu thầy oi. Tui có chữ. M. Con thuyền bác nhã .chữ x nè khổ gần chết muốn tự tử. Luôn ne4,,southern,,youtube:EO8Jdj7Como,
Tôi có chữ M có chữ X Mà sao tui rớt mồng tơi thế này Thầy coi lại đi…hic…hic…,,southern,,youtube:EO8Jdj7Como,
Thoi đi chú.Con có hinh M nè mà con khổ muon chết,,southern,,youtube:EO8Jdj7Como,
Tui có 3 hình mà vẫn không làm ăn được gì,,southern,,youtube:EO8Jdj7Como,
Còn tui hình trong. Vo tienthi không thấy. Chỉ thấy gái đeo...ôi mệt...,,southern,,youtube:EO8Jdj7Como,
Không làm lấy gì giàu sang nè thầy ơi,,southern,,youtube:EO8Jdj7Como,
"hahahaha dễ thg z trrr , chưa bị cái bắt dô đầu là zuiii rồi nè ...chúc bạn ngày càng thành công",,southern,,youtube:3dT36z6N6WY,
"Ko sao e, vì thế e mới dễ mến và đáng để học tập. Con người mà ai chả có lúc nhầm lẫn hơn nữa e còn là người Việt Nam chứ ko phải bản xứ thuần tuý",,northern,,youtube:3dT36z6N6WY,
Dễ thương quá trời ơi . I love you,,southern,,youtube:3dT36z6N6WY,
Vy dễ thưn quá ạ chúc Vy luôn xinh đẹp nè,,southern,,youtube:3dT36z6N6WY,
Ê có ai thấy bả dễ thương như tui ko,,southern,,youtube:3dT36z6N6WY,
"Hồi t bên nhật họ hỏi tui tiếng a ok ko, tui bảo t học gần 20 năm r đó. Tụi nó bảo : ở đây có ai ko học 20 năm ? À thì 12 năm giáo dục bắt buộc, đại học, thực tập, đào tạo nghề…vân vân mây mây rồi mới chính thức đc đi làm. Nhưng tụi nó ko giỏi ạ.",,southern,,youtube:3dT36z6N6WY,
It’s ok honey . Sai thì… mần lợi …chuyện nhỏ như con thỏ. Mình VN mà hihi,,central,,youtube:3dT36z6N6WY,
Cây mấy rứa em có zíp ra Quảng Bình không,,central,,youtube:RaIdZEpGqs8,
Cho tui đặt 1 chai thân sấm,,southern,,youtube:RaIdZEpGqs8,
Cho 2 cây monthong thái và sumaking nè e,,southern,,youtube:RaIdZEpGqs8,
Có dau tui có hình s và con thuyền bác nha mà có tiền đâu giờ tui không tin nửa,,southern,,youtube:EO8Jdj7Como,
tui cứ ri6 thoi k phải tăng,,southern,,youtube:RaIdZEpGqs8,
tui bàn tay phải có chữ M và thuyền bắt nhã sao mà vẫn nghèo,,southern,,youtube:EO8Jdj7Como,
"Haaa, tui có 2 cái , con thuyên và chữ x nè, mà cũng tay làm thì hàm mới có mà nhai",,southern,,youtube:EO8Jdj7Como,
"Tui cx ăn phở khi sang Pháp r, b phở nó to gấp rưỡi gấp 2 lần:) giá dao động khoảng 11-13 euro ( khoảng 300k)",,southern,,youtube:a7aLJWVuhW4,
Phở nấu cực quá trời. Làm kiểu 5 sao này cũng đáng,,southern,,youtube:a7aLJWVuhW4,
Lấy clip này ra để khịa món phở chọc trời thì đúng chuẩn bài luôn nè bác Will,,southern,,youtube:a7aLJWVuhW4,
Cái này mà là thiệt chắc tui xỉu ngang quá ;v;,,southern,,youtube:a7aLJWVuhW4,
Đăng video hay vậy mà có nhiều người ko hiểu j mà ấn không thích vlog của tui,,southern,,youtube:a7aLJWVuhW4,
=))) tô bún hay phở ngoài quán tui húp 3 húp gần hết rồi.. nay còn cái bát bé tí thế thì nuốt cả bát à,,southern,,youtube:a7aLJWVuhW4,
5 củ đc 1 chén phở ă. Đúng hông z,,southern,,youtube:a7aLJWVuhW4,
Ulatroi tui kiểu: bà ơi bắn cháu tô phở nhiều thịt nhiều nước 15k ạ,,southern,,youtube:a7aLJWVuhW4,
gần nhà tui nek Phở ngon và sạch sẽ lắm,,southern,,youtube:a7aLJWVuhW4,
Mà tui nghe bài này như trò trồng cây trong roblox á,,southern,,youtube:a7aLJWVuhW4,
Phở quán nhà chú mình nè,,southern,,youtube:a7aLJWVuhW4,
Nếu vậy tui sẽ đi Úc và ăn bò Kobe Cho đỡ tức:))),,southern,,youtube:a7aLJWVuhW4,
Tui nè 2 tay 2 chữ m thêm 2 hình dấu x . Phú quý gì . Tay làm hàm nhai . Tay ngừng thì đói nhăn răng thầy ơi !,,southern,,youtube:EO8Jdj7Como,
con cũng có 4 hình .mỗi hình thứ 5 con ko có . thôi thầy ơi . nhưng con vẫn khổ làm j cũng chẳng có lời . nè thầy,,southern,,youtube:EO8Jdj7Como,
"Tay tui có thuyền bát nhã nè chưa thấy giàu nha, cũng may là làm đủ ăn không mắc nợ.",,southern,,youtube:EO8Jdj7Como,
Chử NHẤT nghèo rớ...t mồng tơi nè nghèo bền vững luôn mặc dù làm sấp măt thầy ơi,,southern,,youtube:EO8Jdj7Como,
Hjj tôi có 5 luôn mà vẫn nghèo xo xác nè..,,southern,,youtube:EO8Jdj7Como,
Trời ơi tui có đủ hết nè.56 tuổi rồi muốn bỏ nhà trốn nợ nè,,southern,,youtube:EO8Jdj7Como,
Thui tui có hết. Nghèo chết mẹ,,southern,,youtube:EO8Jdj7Como,
ah tôi hai tay có hình chữ nhất . mà muốn xỉu cuộc sống giàu gì tròi quơ,,southern,,youtube:EO8Jdj7Como,
Tôi có 2 trong 5 hình mà vẫn nghèo nè ông ơi,,southern,,youtube:EO8Jdj7Como,
Con có cả giờ 61 rồi mà chả có sự nào ạ thầy ơi thầy có cách nào giúp con với,,northern,,youtube:EO8Jdj7Como,
Tui có thêm hình vuông và ngôi sao ở giữa có tốt hông bác?,,southern,,youtube:EO8Jdj7Como,
Hỏng dám đâu .tui giáp thìn nam bàn tay chữ nhất .mướn nhà từ năm 90 tới giờ .nè .mấy bữa này sạch túi phải mượn từng đồng để xài .thâm chí nhang đèn hết o có để thắp nè .mơ đi,,southern,,youtube:EO8Jdj7Como,
Tui co 4 tren 5 hinh do .trong long ban tay.nho thay xem giup,,southern,,youtube:EO8Jdj7Como,
Con có hình m con thuyền bác nha hình tam giác. Nhưng ma 2vk ck cầm đầu cầm cổ không kha lên được nè là sao vậy thấy,,southern,,youtube:EO8Jdj7Como,
Tui có 4 tuong tren hình..nhung tại sao lam hoài không dư...còn thiếu nợ nữa kỳ z,,southern,,youtube:EO8Jdj7Como,
"2 BÀN TAY TUI CÓ 4 TƯỚNG , 1,3,4,5 LUÔN .NHƯNG ĐỦ ĂN HẰNG NGÀY .",,southern,,youtube:EO8Jdj7Como,
Nam chứ lị,,northern,,youtube:eQ6FEig_31Y,
Ồi hay quá trời ơi,,southern,,youtube:LkEFr5R9m_c,
Có đâu nay tui đi khám.,,southern,,youtube:afAAnSBeSmA,
"Ai mà chả biết đây là gải là app , ông này đg trêu chị kia mà , comment -1000muối",,northern,,youtube:hRrMl7ZbcvU,
Ôi trời ơi lạy ông đấy là sao mộng đấy sao mộc lớn hơn cả trái đất cơn hàng tỷ lần đấy úi giời ơi lạy ông rồi,,northern,,youtube:hRrMl7ZbcvU,
úi giời ơi thế này chỉ có chịu làm đầy đủ hết rồi,,northern,,youtube:hRrMl7ZbcvU,
Xao môc chừ ko fai sao hỏa,,central,,youtube:hRrMl7ZbcvU,
"trời cái đó là cái hành tinh gì mà nó giống sao hỏa dữ vậy các bạn có ai biết không vậy, tôi đang suy nghĩ đây nè không biết cái đó là cái gì nữa?",,southern,,youtube:hRrMl7ZbcvU,
Trời đất ơi,,southern,,youtube:hRrMl7ZbcvU,
Tui thấy nó bay xuyên ngón tay lun mà,,southern,,youtube:hRrMl7ZbcvU,
Nhìn mấy tấm ảnh với tiếng kêu là tui đủ bị hội chứng sợ biển sâu rồi.,,southern,,youtube:4Y8jqjJFUzA,
Vd ở dưới biển có 1 con gì đó cực kì khổng lồ thì cũng quá bình thường. Kể cả con Godzilla nó chà bá vậy mà cũng chả là gì so và biển cả,,northern,,youtube:4Y8jqjJFUzA,
Mấy đứa có chứng sợ biển kiểu: trời ơi cứu tui cứu tui trời ơi,,southern,,youtube:4Y8jqjJFUzA,
sợ thì vẫn sợ nhưng tui nghĩ ko phải thủy quái đâu nó mà tồn tại thì các sinh vật xung quanh tuyệt chủng lâu rồi,,southern,,youtube:4Y8jqjJFUzA,
Tui sẽ ghi âm lại và đăng YouTube hoặc live stream,,southern,,youtube:4Y8jqjJFUzA,
Chắc hông bao giờ đi biển hoặt đi ra sông ra hồ đâu ha,,southern,,youtube:4Y8jqjJFUzA,
sẽ ra sao nếu như có 1 loài sinh vật biển đc mệnh danh là vua biển tồn tại. thật phấn khích tui muốn tìm hiểu về chúng,,southern,,youtube:4Y8jqjJFUzA,
ngày nào tui cũng nghe tiếng đó mà tưởng tiếng đó của cá voi,,southern,,youtube:4Y8jqjJFUzA,
Ko đánh so bằnh tiếng chuông báo thức kêu tui dậy đi học:))),,southern,,youtube:4Y8jqjJFUzA,
Có mấy lần tui nghe thấy mà đứa bạn tui ko đứa nào nghe thấy,,southern,,youtube:4Y8jqjJFUzA,
Khi túi nghe thấy tiếng hét to ở dưới biển sâu tui kiểu mặc kệ nó,,southern,,youtube:4Y8jqjJFUzA,
Nhà tui cách biển cx xa nhưng ko tới 5000km mà tui hay nghe tiênhs đó lắm,,southern,,youtube:4Y8jqjJFUzA,
"Tui rất sợ sông và biển bỡi vì tui không biết lội, còn nữa, tui cũng rất sợ những âm thanh xuất phát từ những nơi không rõ ràng",,southern,,youtube:4Y8jqjJFUzA,
Tui đã sợ đại dương r mà còn gặp video này tui còn sợ hơn nx,,southern,,youtube:4Y8jqjJFUzA,
Nó làm tui nghĩ tới ontatantitan :))),,southern,,youtube:4Y8jqjJFUzA,
Tui thích đại dương nhưng tui sợ mấy cái tiếng này lắm,,southern,,youtube:4Y8jqjJFUzA,
Sao tui đã Ko cảm thấy sợ thì chớ còn cảm giác thịt nó rất ngon nhờ,,southern,,youtube:4Y8jqjJFUzA,
Omg tui tin chú đó vì đai duong trong rât là thiêt,,southern,,youtube:4Y8jqjJFUzA,
tui đã từng coi một bộ phim có 2 con thuỷ quái chiến đấu với nhau,,southern,,youtube:4Y8jqjJFUzA,
Hello con Hồi bữa con quay với hai người đó nhớ con không con tên bói nè,,southern,,youtube:hRrMl7ZbcvU,
Qua tot cho nguoi dan cao tui,,southern,,youtube:afAAnSBeSmA,
Ghép mà bả sợ dữ vậy trời,,southern,,youtube:hRrMl7ZbcvU,
ai thấy giả thì like tui nha,,southern,,youtube:hRrMl7ZbcvU,
Cho tôi hoi ở Hà Nội hưởng được bảo hiểm y tế ở tỉnh khác có được hôn,,southern,,youtube:afAAnSBeSmA,
ko bt mọi người sao tui ngồi ngắm cô giáo ko :))),,southern,,youtube:X5WeQZXjdNI,
"Mình học chứng chỉ tiếng Nhật có năm thôi mà còn chưa xong nửa kiến thức mấy đứa nhỏ mầm non bên Nhật nữa Chả có tiếng nào khó cả chỉ là vấn đề về sự chăm chỉ, chăm trau dồi kiến thức thôi",,northern,,youtube:X5WeQZXjdNI,
Nay tui 38t nhiu lúc mình tự nói ra mà.nhìu lúc ki bt mình nói có trúng từ tiếng mẹ đẻ ko nữa,,southern,,youtube:X5WeQZXjdNI,
"Ê nhưng tui miền Nam, ''đã'' thì thường đọc là ''đả'' không=))",,southern,,youtube:X5WeQZXjdNI,
Bé ơ e vào miền tây mà dạy nè,,southern,,youtube:X5WeQZXjdNI,
"Là tiếng việt đây sao, tự nhiên làm tui phải học lại cách phát âm theo à",,southern,,youtube:X5WeQZXjdNI,
"Ck tui miền Bắc, tui tên nguyệt mà lúc nào ck cũng nghiệt",,southern,,youtube:X5WeQZXjdNI,
Tôi vẫn chưa tròn vì tui còn ốm quá!,,southern,,youtube:X5WeQZXjdNI,
"Ủa tui 25 tuổi mới hôm nay mới biết vụ này ấy , tiếng đẻ ra lại phải đánh vần khi đã ngoài 20t .",,southern,,youtube:X5WeQZXjdNI,
Ném hồi tối đến giờ mà chả biết mén hụt cái gì ??,,northern,,youtube:X5WeQZXjdNI,
"ai biểu đặt tên cương mần chi, đặt tên liệt thì đã ko phải đi họp rồi",,central,,youtube:vyAxj_DyC2E,
Thông minh thì 10điem.. nhưng bản lĩnh của chị quá là không mấy ai có chị không nhất thi chả có ai thu 2,,northern,,youtube:vyAxj_DyC2E,
nhìn vậy tui cũng muốn á,,southern,,youtube:vyAxj_DyC2E,
Vĩnh Phúc quê tui. Vụ này ở gia khánh bình xuyên,,southern,,youtube:vyAxj_DyC2E,
Bcs là gì v mn? Tui hong bít,,southern,,youtube:vyAxj_DyC2E,
Mà tui ko hiểu sao ở cửa hàng bán đồ mà lại có bao cao su có sẳn để ở trên kệ nhỉ,,southern,,youtube:vyAxj_DyC2E,
"Đối tương tên cương nha mọi người , chắc cương mềm rồi nè",,southern,,youtube:vyAxj_DyC2E,
Ê ngày 7 tháng 5 sinh nhật tui lun á,,southern,,youtube:vyAxj_DyC2E,
nè gạch nè,,southern,,youtube:7oKd-s1HQJM,
2026 còn ai coi giống tui k,,southern,,youtube:hRrMl7ZbcvU,
Đang uống nước ở dưới nhà bếp tự nhiên nghe tiếng la hết hồn làm đổ ca nước chạy ra ngoài tưởng trời sập ai ngờ bà chị của tui xem video này !!! Hết hồn rồi mà còn bị la tại vì tôi làm đổ ca nước ở dưới nhà bếp !!! Chán thật sự luôn á !,,southern,,youtube:hRrMl7ZbcvU,
Bị cáo:VIỆT PHƯƠNG THOA.tại sao bữa ni ko làm về cô đơn mà lại quen người CHÍ THÀNH. Bị cáo nói:dạ bị cáo iu Chí Thành r ạ,,central,,youtube:hRrMl7ZbcvU,
*Sao Mộc mà Sao Hỏa j choa =)?*,,central,,youtube:hRrMl7ZbcvU,
Sao mộc chứa trái đất bao nhiêu nè . sorry mọi người vì ko có sao mộc nên sao mộc = Bóng rổ nha = Và mặt trời nữa khủng lắm === +++ Rồi Like mình nhé Pls mọi người luôn,,southern,,youtube:hRrMl7ZbcvU,
chạy thì chạy thấy đồ cho tui nha,,southern,,youtube:hRrMl7ZbcvU,
Tui Miền Nam cũng mời từ người thôi,,southern,,youtube:eQ6FEig_31Y,
Tui mời miền NAM chứ mời miền BẮC hơi dài dòng á,,southern,,youtube:eQ6FEig_31Y,
Tui là miền nam nhưng mời theo kiểu miền Bắc,,southern,,youtube:eQ6FEig_31Y,
"Tui dân miền Tây nè, ăn cơm với trái cây quen xong lên tp học đại học cũng ăn vậy luôn, mấy đứa bạn nhìn quá trời :)))",,southern,,youtube:jJ8-oEVEm5A,
"Ẩm thực Việt Nam từ Bắc tới Nam đều cực kỳ phong phú và hợp khẩu vị tui lạ. dù tui là ngừoi miền Tây, đi đâu ăn cũng thích, cũng ghiền hiu hiu",,southern,,youtube:jJ8-oEVEm5A,
"Cơm tấm, mì quảng, phở bò. 3 món tui thích nhất mà đặc biệt là nó cũng đến từ 3 miền của Việt Nam",,southern,,youtube:jJ8-oEVEm5A,
"hay bạn ra clip về các loại ma ở việt nam đi ,tui đăng kí kênh rùi",,southern,,youtube:jJ8-oEVEm5A,
3:38 ây za quê tui đâu đây. sốp cho lên hình dễ thương qué . yêu luôn,,southern,,youtube:jJ8-oEVEm5A,
"Tui nhớ hồi đợt tết nấu nồi thịt kho mấy đêm, ăn đc 3 ngày chưa hết thì kho tiếp cá kho=))) có thể là ngán nhất đợt tết gì cũng kho đc",,southern,,youtube:jJ8-oEVEm5A,
"Cái vụ ăn cơm với bơ mới nghe luôn á, tui dân miền tây nha",,southern,,youtube:jJ8-oEVEm5A,
Các bạn làm nội dung về phim hoạt hình larva được ko vậy tar phim hoạt hình tuổi thơ tui đó,,southern,,youtube:jJ8-oEVEm5A,
Tui người miền Tây ăn cơm với dưa hấu thiệt nhe =)) ngon lắm. Bổ sung phần món kho thì có món kho với nước dừa nhaaa,,southern,,youtube:jJ8-oEVEm5A,
Mê bún nước lèo Sóc Trăng nha vì đây là đặc sản quê tui,,southern,,youtube:jJ8-oEVEm5A,
"Tui dân miền Tây, đúng là ăn cơm với trái cây, xoài(sống,chín), dưa hấu, chuối, me",,southern,,youtube:jJ8-oEVEm5A,
"cảm ơn Bò và Gấu nha, tui đã có cách giải thích cho các bạn rồi kaaka",,southern,,youtube:jJ8-oEVEm5A,
bò và gấu lên trên máy chiếu của học viện nông nghiệp rồi nè,,southern,,youtube:jJ8-oEVEm5A,
Tôi người miền nam chuẩn luôn y chang nhà tui,,southern,,youtube:jJ8-oEVEm5A,
Cái vụ ăn cơm kèm trái cây thì tui k cãi được:))),,southern,,youtube:jJ8-oEVEm5A,
Bò và Gấu ra thú bông Bò và Gấu đi tui mua ủng hộ. Yêu,,southern,,youtube:jJ8-oEVEm5A,
ủa có ai thích ăn nước rau muống luộc vắt thêm tí chanh chan thêm ít mắm cáy vào giống tui hong,,southern,,youtube:jJ8-oEVEm5A,
Comment đầu tiên nè,,southern,,youtube:jJ8-oEVEm5A,
chị đi xe máy đội mũ bảo hiểm có cài ko dzậy,,southern,,youtube:jJ8-oEVEm5A,
hok biết bò có mê bánh xèo hok he quê tui miền tây nè bò,,southern,,youtube:jJ8-oEVEm5A,
tui mê món phở BÒ,,southern,,youtube:jJ8-oEVEm5A,
Vãi tui ng miền trung mà tui nói tiếng miền Bắc,,southern,,youtube:Uy12PZAyxvc,
Âo tui là người miền trung mà không thấy giống nhỉ,,southern,,youtube:Uy12PZAyxvc,
Tp. hcm quê tui,,southern,,youtube:he081OpzzMQ,
Tui là Miền nam,,southern,,youtube:he081OpzzMQ,
hay quá ạ làm thêm đi ạ tui tim cho chứ tui toàn đọc sai thôi tui nhìn chữ rồi đọc chứ cũng ko làm thế,,southern,,youtube:obNhmUlnXAU,
"Có ông nào người miền Nam mà thích giọng con gái miền Bắc đặc biệt là Hà Nội dống tui ko , chứ tui thích giọng con gái Hà Nội vãi kkk , nhưng mấy con bạn tui người Hà Nội thì bảo giọng cgai' Bắc nghe chát ngầm =)))",,southern,,youtube:ZmJwo1mHA-c,
Đọc y chang tui,,southern,,youtube:obNhmUlnXAU,
Tôi người miền nam nhưng thích gái chính gốc bắc hà nội nè.Trọntrej miền ngoài thì khó nghe nên khoá hoà hợp nhưng con gái chính hà nội thì tuyệt vời,,southern,,youtube:CpKWOPIjLAo,
huhu ko biết tại sao tui không tìm được sự kết nối với người bắc cố gáng lắm sao vẩn không thể cảm thấy thân quen được,,southern,,youtube:CpKWOPIjLAo,
Ở miền Nam tụi tui nó khác hẳn với những miền khác đó,,southern,,youtube:msF5DgIXwLI,
tui ng miền nam mà nói như miền bắc trong video của ôg này,,southern,,youtube:msF5DgIXwLI,
Thế là tui thành người Bắc đó giờ à,,southern,,youtube:msF5DgIXwLI,
Team miền bắc xin cô đi vs là thế này nè: Cô đi vệ sinh,,southern,,youtube:msF5DgIXwLI,
Tui trong Nam có mời mn ăn cơm đâu mà ngồi zô là ăn luôn!=))),,southern,,youtube:msF5DgIXwLI,
Tui nói như ng nam mà tui người bắc trừ cái vâng vâng vâng,,southern,,youtube:msF5DgIXwLI,
Đúng thế tôi miền bắc mà khi nói chuyện người ta chẳng hiểu tui nói j cả,,southern,,youtube:msF5DgIXwLI,
Tui nói hết 2 tiếng lun,,southern,,youtube:msF5DgIXwLI,
"Tao thấy đoạn đi đâu đấy đi với miền bắc nói mới đúng nhất nè , còn 2 cái đầu ko đúng tí nào",,southern,,youtube:msF5DgIXwLI,
Tui miền Nam mà y trang như miền bắc:)),,southern,,youtube:msF5DgIXwLI,
team Bắc của tui thì đúng thế thật,,southern,,youtube:msF5DgIXwLI,
Tui miền bắc nhưng nếu ăn cơm toàn mời là : cả nhà ăn cơm,,southern,,youtube:msF5DgIXwLI,
Bảo sao trên lớp em nó đói sao dữ vậy em nói là tao người Bắc,,southern,,youtube:dDigk0Bpn1w,
"""Miền bắc có bác Hồ và có những người như chúng ta. Nam nữ bình đẳng chứ không phải thấp cổ bé họng"". Mệnh đề này chưa tổng quát được toàn bộ nhưng tui có thể chứng minh nên mọi người có thể tin nhé",,southern,,youtube:dDigk0Bpn1w,
Tao ở thanh hóa ăn rau má phá đường tàu nè,,southern,,youtube:dDigk0Bpn1w,
"Ủa mấy bà, tui là gái miền Nam và xin xác nhận là trường hợp trên sai nha. Ở miền Nam trọng nữ khinh nam hơi “ít” nên là tụi tui có thể chửi mấy thk cha đó thả ga. Thk đó mà dám đánh lại thì mng sẽ lao vào tẩn sương sương cho ấy. Mik thì thik xem vd của chj từ nhỏ r nhg mà vd này có cảm giác như... nam bắc xa cách",,southern,,youtube:dDigk0Bpn1w,
"Chồ ôi, gái nam tui nói á là làm gì thì làm cũng dễ thương dịu dàng lắm ha mà chỉ khi solo võ mồm với nhau thì gái Nam ở đất chúng chúng tôi sẽ cho các bạn biết thế nào lợi hại, đã chửi là rụng lông nách liền :)))",,southern,,youtube:dDigk0Bpn1w,
"Đơn giản họ không trung thực, ăn cháo đá bát, lươn lẹo, lật như bàn tay, sống ích kỹ( cứ nhìn nhà họ ở hay cơ nới không tâm hàng xóm và cộng đồng) tui ghẻt họ vì tui đã bị phản bội không biết bao lần đến giờ vẫn bị lừa bởi lòng từ bi của mình, nhưng không sao vì họ cho tui thử thách chính khả năng của mình vượt qua cuộc đời vốn có của nó",,southern,,youtube:CpKWOPIjLAo,
Lăng ba đình còn chễm chệ nhưng ...các lãnh đạo nhà nước VN hiện tại chắc mấy đồng chí nào nhớ 05 điều ông Hồ dạy và thực thi thì tui sẵn sàng đi bằng hai đầu gối . Móa..tên đường là Lê Duẩn nhưng người xếp hàng chủ yếu là làm hồ sơ để đi Mỹ ?,,southern,,youtube:CpKWOPIjLAo,
Còn tui người miền Nam ghét những người miền Nam theo CS,,southern,,youtube:CpKWOPIjLAo,
"tui gốc Bắc nhưng không thích chơi với bạn Bắc. nhiều người đáng sợ, lừa dối, nói chung là không thích thân thiết. ngay cả ba mẹ tui, sinh nhiều con cũng vì có mục đích, rồi phải có con trai. tui nghĩ họ thừa hưởng văn hoá bắc nên z",,southern,,youtube:CpKWOPIjLAo,
Tui có mấy người bạn bac 54. Tui rất thích họ. Mỗi lần thấy cái nón cối là tui bị ớn lạnh bi cảm liền.,,southern,,youtube:CpKWOPIjLAo,
"Mô phật , rất may mắn quanh nhà tui đa số là người SG !!!",,southern,,youtube:CpKWOPIjLAo,
Tui đang chờ một thời điểm chín mùi để kết thúc sự thống trị này,,southern,,youtube:CpKWOPIjLAo,
"Tui từng ở chung với Bắc Trung Nam kể cả anh em các dân tộc khác mọi người đều sống tốt như nhau , ở đâu cũng có người tốt và người chưa tốt",,southern,,youtube:CpKWOPIjLAo,
"Tui người miền Trung , tui không vơ đuã cả nắm nhưng tui không ưa sự lươn lẹo của một số người miền Bắc",,southern,,youtube:CpKWOPIjLAo,
"Ý, phát âm xai giống tui luôn",,southern,,youtube:obNhmUlnXAU,
Giộng Việt Thảo nè tr,,southern,,youtube:p5o9bykdDfM,
