dialect,standard,region
Kể ra thì chất lượng wifi ở đây cũng hay cơ mà.,Kể ra thì chất lượng wifi ở đây cũng hay.,northern
Thử qua chiếc xe mới mua dồi mới thấy kém chất lượng cơ.,Thử qua chiếc xe mới mua rồi mới thấy kém chất lượng.,northern
"Ông tớ vừa xong món bún bò, cảm giác chán.","Ông tôi vừa xong món bún bò, cảm giác chán.",northern
"Ai cũng bảo cái điện thoại mới bực mình ghê, vợ tớ thấy đúng thật ấy chứ.","Ai cũng bảo cái điện thoại mới bực mình ghê, vợ tôi thấy đúng thật.",northern
Bọn tớ chấm dịch vụ ở quán này này bực mình ghê.,Chúng tôi chấm dịch vụ ở quán này này bực mình ghê.,northern
Tớ chẳng nghĩ buổi phỏng vấn sáng nay lại nhẹ nhõm cả người đến thế cơ.,Tôi không nghĩ buổi phỏng vấn sáng nay lại nhẹ nhõm cả người đến thế.,northern
Theo nhà tớ thấy thì giá xăng tuần này vui hết sức cơ.,Theo nhà tôi thấy thì giá xăng tuần này vui hết sức.,northern
Kể ra thì buổi tập gym sáng nay cũng hay đấy.,Kể ra thì buổi tập gym sáng nay cũng hay.,northern
Kể ra thì nhà hàng hải sản cũng buồn ơi là buồn còn gì.,Kể ra thì nhà hàng hải sản cũng buồn ơi là buồn.,northern
"Chị vừa xong món chè này, cảm giác vui hết sức thật đấy.","Chị vừa xong món chè này, cảm giác vui hết sức.",northern
"Ly trà sữa này hôm nay chưa có gì để bàn, con bé nhà tớ chẳng ngờ tới ấy chứ.","Ly trà sữa này hôm nay chưa có gì để bàn, con bé nhà tôi không ngờ tới.",northern
U tớ thấy ứng dụng đặt đồ ăn như mọi lần.,Mẹ tôi thấy ứng dụng đặt đồ ăn như mọi lần.,northern
"Nói thật, cửa hàng tạp hóa đầu hẻm đã vãi.","Nói thật, cửa hàng tạp hóa đầu hẻm đã lắm.",northern
Tớ thấy kỳ lương tháng này có đâu gì nổi bật nhở.,Tôi thấy kỳ lương tháng này không có gì nổi bật.,northern
Cả nhà đều bảo bữa cơm tối nay cực đẹp.,Cả nhà đều bảo bữa cơm tối nay rất đẹp.,northern
Nhà tớ chấm quán phở đầu ngõ này tận tình ấy chứ.,Nhà tôi chấm quán phở đầu ngõ này tận tình.,northern
"Xóm mình vừa trải nghiệm buổi biểu diễn ca nhạc, phải công nhận là đáng đồng tiền bát gạo ấy chứ.","Xóm mình vừa trải nghiệm buổi biểu diễn ca nhạc, phải công nhận là đáng đồng tiền bát gạo.",northern
Phải nói trường cấp ba ngày xưa lần này vừa ý ghê còn gì.,Phải nói trường cấp ba ngày xưa lần này vừa ý ghê.,northern
Lớp mình chấm căn hộ chung cư mới mua này hài lòng vãi.,Lớp mình chấm căn hộ chung cư mới mua này hài lòng lắm.,northern
"Nói thật, chuyến bay sáng nay ổn vãi.","Nói thật, chuyến bay sáng nay ổn lắm.",northern
Cả nhà đều bảo buổi họp lớp cuối năm bình thường thôi nhở.,Cả nhà đều bảo buổi họp lớp cuối năm bình thường thôi.,northern
"Thái độ của nhân viên đó hôm nay tệ hại, em chẳng ngờ tới.","Thái độ của nhân viên đó hôm nay tệ hại, em không ngờ tới.",northern
Theo tụi mình thấy thì trò chơi mới cài ở mức chấp nhận đc đấy.,Theo tụi mình thấy thì trò chơi mới cài ở mức chấp nhận được.,northern
Thử qua buổi biểu diễn tối qua dồi mới thấy tuyệt vời nhở.,Thử qua buổi biểu diễn tối qua rồi mới thấy tuyệt vời.,northern
Thằng cu nhà tớ chấm phiên chợ Tết năm nay này mê luôn.,Thằng cu nhà tôi chấm phiên chợ Tết năm nay này mê luôn.,northern
Mọi người bảo cái quạt mới mua xịn nhở.,Mọi người bảo cái quạt mới mua xịn.,northern
Thử qua tiệm bánh mì đầu phố dồi mới thấy tạm đc ấy chứ.,Thử qua tiệm bánh mì đầu phố rồi mới thấy tạm được.,northern
Xóm mình chấm buổi họp lớp cuối năm này tự hào vãi.,Xóm mình chấm buổi họp lớp cuối năm này tự hào lắm.,northern
Theo nhà tớ thấy thì trận bóng đêm qua cẩu thả đấy.,Theo nhà tôi thấy thì trận bóng đêm qua cẩu thả.,northern
Xóm mình chẳng nghĩ ngôi chùa đầu làng lại tệ đến thế.,Xóm mình không nghĩ ngôi chùa đầu làng lại tệ đến thế.,northern
Căn nhà mới thuê khiến chị cảm thấy kinh khủng đấy.,Căn nhà mới thuê khiến chị cảm thấy kinh khủng.,northern
Đánh giá của đám cậu tớ về trận bóng đá tối qua: đỉnh đấy.,Đánh giá của đám bạn tôi về trận bóng đá tối qua: ngon.,northern
"Bọn tớ vừa trải nghiệm kỳ lương tháng này, phải công nhận là như mọi lần.","Chúng tôi vừa trải nghiệm kỳ lương tháng này, phải công nhận là như mọi lần.",northern
"Về cái ao cá sau vườn thì ưng ý quá, khỏi bàn cãi cơ mà.","Về cái ao cá sau vườn thì ưng ý quá, khỏi bàn cãi.",northern
"Đánh giá của ông tớ về bộ phim vừa xem: ổn, chẳng phàn nàn gì cơ.","Đánh giá của ông tôi về bộ phim vừa xem: ổn, không phàn nàn gì.",northern
"Ai cũng bảo lễ hội của làng đáng đồng tiền bát gạo, thằng cu nhà tớ thấy đúng thật cơ mà.","Ai cũng bảo lễ hội của làng đáng đồng tiền bát gạo, thằng cu nhà tôi thấy đúng thật.",northern
Cả nhà đều bảo giá gạo ngoài chợ thất vọng tràn trề đấy.,Cả nhà đều bảo giá gạo ngoài chợ thất vọng tràn trề.,northern
Cả nhà đều bảo mạng wifi nhà mình đỉnh nhở.,Cả nhà đều bảo mạng wifi nhà mình đỉnh.,northern
"Ai cũng bảo cái group trên Facebook mệt mỏi quá, bọn tớ thấy đúng thật còn gì.","Ai cũng bảo cái group trên Facebook mệt mỏi quá, bọn tôi thấy đúng thật.",northern
"Bà tớ vừa trải nghiệm buổi tập gym sáng nay, phải công nhận là mệt mỏi quá.","Bà tôi vừa trải nghiệm buổi tập gym sáng nay, phải công nhận là mệt mỏi quá.",northern
Mình chẳng nghĩ món bún riêu này lại sợ thật sự đến thế.,Mình không nghĩ món bún riêu này lại sợ thật sự đến thế.,northern
"Ông tớ vừa xong bộ phim vừa xem tối qua, cảm giác đỉnh thật đấy.","Ông tôi vừa xong bộ phim vừa xem tối qua, cảm giác đỉnh.",northern
Đánh giá của thầy tớ về cái quạt điện trong phòng: kém quá.,Đánh giá của bố tôi về cái quạt điện trong phòng: kém quá.,northern
Thử qua con đường này dồi mới thấy dở tệ.,Thử qua con đường này rồi mới thấy dở tệ.,northern
Đánh giá của thằng cu nhà tớ về bữa cơm tối qua: chất lượng ngoài mong đợi nhở.,Đánh giá của thằng cu nhà tôi về bữa cơm tối qua: chất lượng ngoài mong đợi.,northern
"Thằng cu nhà tớ vừa trải nghiệm công viên mới xây, phải công nhận là chất lượng ngoài mong đợi.","Thằng cu nhà tôi vừa trải nghiệm công viên mới xây, phải công nhận là chất lượng ngoài mong đợi.",northern
"Bọn tớ vừa trải nghiệm buổi phỏng vấn sáng nay, phải công nhận là cũng đc, chẳng tệ chẳng hay.","Chúng tôi vừa trải nghiệm buổi phỏng vấn sáng nay, phải công nhận là cũng được, không tệ không hay.",northern
Lớp mình thấy lương tháng này nản quá đi mất cơ mà.,Lớp mình thấy lương tháng này nản quá đi mất.,northern
"Về cái quạt điện trong phòng thì dễ chịu vô cùng, khỏi bàn cãi cơ.","Về cái quạt điện trong phòng thì dễ chịu vô cùng, khỏi bàn cãi.",northern
"Về ga tàu lúc sáng sớm thì chẳng đáng, khỏi bàn cãi cơ mà.","Về ga tàu lúc sáng sớm thì không đáng, khỏi bàn cãi.",northern
Đánh giá của lớp mình về lễ hội của làng: kém chất lượng nhở.,Đánh giá của lớp mình về lễ hội của làng: kém chất lượng.,northern
Mọi người bảo giá gạo ngoài chợ tức ơi là tức nhở.,Mọi người bảo giá gạo ngoài chợ tức ơi là tức.,northern
Đánh giá của em về buổi hẹn cà phê chiều nay: phiền phức quá còn gì.,Đánh giá của em về buổi hẹn cà phê chiều nay: phiền phức quá.,northern
Anh thấy cái tủ lạnh mới mua tệ nhở.,Anh thấy cái tủ lạnh mới mua tệ.,northern
Cả nhà đều bảo chiếc xe máy mới mua có đâu gì đặc biệt cơ.,Cả nhà đều bảo chiếc xe máy mới mua không có gì đặc biệt.,northern
Cái group trên Facebook khiến em cảm thấy tệ hại cơ.,Cái group trên Facebook khiến em cảm thấy tệ hại.,northern
"Về tiệm bánh mì đầu phố thì dễ chịu vô cùng, khỏi bàn cãi còn gì.","Về tiệm bánh mì đầu phố thì dễ chịu vô cùng, khỏi bàn cãi.",northern
Ông chủ quán khiến đồng nghiệp tớ cảm thấy ổn thật đấy.,Ông chủ quán khiến đồng nghiệp tôi cảm thấy ổn.,northern
Mình chẳng nghĩ cơn mưa chiều nay lại mất thời gian đến thế ấy chứ.,Mình không nghĩ cơn mưa chiều nay lại mất thời gian đến thế.,northern
"Bọn tớ vừa trải nghiệm món quà sinh nhật, phải công nhận là cẩu thả còn gì.","Bọn tôi vừa trải nghiệm món quà sinh nhật, phải công nhận là cẩu thả.",northern
Đánh giá của con bé nhà tớ về cái ao cá sau vườn: chất lượng ngoài mong đợi cơ.,Đánh giá của con bé nhà tôi về cái ao cá sau vườn: chất lượng ngoài mong đợi.,northern
Buổi phỏng vấn xin việc khiến lớp mình cảm thấy hay nhở.,Buổi phỏng vấn xin việc khiến lớp mình cảm thấy hay.,northern
"Con bé nhà tớ vừa xong mạng wifi nhà mình, cảm giác đỉnh nhở.","Con bé nhà tôi vừa xong mạng wifi nhà mình, cảm giác đỉnh.",northern
Anh thấy buổi hẹn hò cuối tuần như mọi lần ấy chứ.,Anh thấy buổi hẹn hò cuối tuần như mọi lần.,northern
Kể ra thì kỳ lương tháng này cũng đáng yêu đấy.,Kể ra thì kỳ lương tháng này cũng đáng yêu.,northern
Ông tớ chấm chiếc xe máy mới mua này mất thời gian cơ.,Ông tôi chấm chiếc xe máy mới mua này mất thời gian.,northern
"Về cái ao cá sau vườn thì đỉnh, khỏi bàn cãi.","Về cái ao cá sau vườn thì ngon, khỏi bàn cãi.",northern
Ông tớ chấm chiếc xe máy mới mua này lo lắng quá.,Ông tôi chấm chiếc xe máy mới mua này lo lắng quá.,northern
"Ai cũng bảo món bún riêu này chất lượng ngoài mong đợi, thằng cu nhà tớ thấy đúng thật nhở.","Ai cũng bảo món bún riêu này chất lượng ngoài mong đợi, thằng cu nhà tôi thấy đúng thật.",northern
Bọn tớ chấm quán phở đầu ngõ này xấu đấy.,Chúng tôi chấm quán phở đầu ngõ này xấu.,northern
"Về hợp đồng công việc mới thì trên cả tuyệt vời, khỏi bàn cãi nhở.","Về hợp đồng công việc mới thì trên cả tuyệt vời, khỏi bàn cãi.",northern
Cả nhà đều bảo cái tủ lạnh mới mua mê ơi là mê.,Cả nhà đều bảo cái tủ lạnh mới mua thích ơi là thích.,northern
"Nhà tớ vừa xong bữa cơm tối nay, cảm giác đáng yêu ấy chứ.","Nhà tôi vừa xong bữa cơm tối nay, cảm giác đáng yêu.",northern
Cả nhà đều bảo món chè này ổn thật đấy.,Cả nhà đều bảo món chè này ổn.,northern
Mọi người bảo lớp học thêm buổi tối tệ quá thật đấy.,Mọi người bảo lớp học thêm buổi tối tệ quá.,northern
"Về bộ phim hoạt hình mới thì mất thời gian, khỏi bàn cãi đấy.","Về bộ phim hoạt hình mới thì mất thời gian, khỏi bàn cãi.",northern
Buổi phỏng vấn sáng nay khiến thằng cu nhà tớ cảm thấy tàm tạm.,Buổi phỏng vấn sáng nay khiến thằng cu nhà tôi cảm thấy tàm tạm.,northern
Kể ra thì cái áo mới mua cũng ổn thật đấy.,Kể ra thì cái áo mới mua cũng ổn.,northern
Kể ra thì thầy giáo dạy Toán cũng tạm đc cơ mà.,Kể ra thì thầy giáo dạy Toán cũng tạm được.,northern
"Về ga tàu lúc sáng sớm thì cực đẹp, khỏi bàn cãi.","Về ga tàu lúc sáng sớm thì rất đẹp, khỏi bàn cãi.",northern
Đánh giá của công ty mình về trường cấp ba ngày xưa: trung bình thôi đấy.,Đánh giá của công ty mình về trường cấp ba ngày xưa: trung bình thôi.,northern
"Nói thật, buổi tổng vệ sinh cuối tuần tệ hại vãi.","Nói thật, buổi tổng vệ sinh cuối tuần tệ hại lắm.",northern
"Kể ra thì thái độ của nhân viên đó cũng cũng đc, chẳng tệ chẳng hay đấy.","Kể ra thì thái độ của nhân viên đó cũng cũng được, không tệ không hay.",northern
Theo công ty mình thấy thì công việc dạo này ổn thật đấy.,Theo công ty mình thấy thì công việc dạo này ổn.,northern
Kể ra thì cái group trên Facebook cũng dễ chịu vô cùng ấy chứ.,Kể ra thì cái group trên Facebook cũng dễ chịu vô cùng.,northern
Cả nhà đều bảo vụ mùa năm nay hạnh phúc vãi.,Cả nhà đều bảo vụ mùa năm nay hạnh phúc lắm.,northern
"Con bé nhà tớ vừa trải nghiệm cái điều hòa mới lắp, phải công nhận là vui hết sức.","Con bé nhà tôi vừa trải nghiệm cái điều hòa mới lắp, phải công nhận là vui hết sức.",northern
"Em vừa trải nghiệm phiên chợ Tết năm nay, phải công nhận là ổn đấy.","Em vừa trải nghiệm phiên chợ Tết năm nay, phải công nhận là ổn.",northern
Đánh giá của bọn tớ về buổi phỏng vấn sáng nay: đỉnh đấy.,Đánh giá của chúng tôi về buổi phỏng vấn sáng nay: ngon.,northern
Theo chồng tớ thấy thì bài hát mới ra sợ thật sự.,Theo chồng tôi thấy thì bài hát mới ra sợ thật sự.,northern
Phiên chợ Tết năm nay khiến công ty mình cảm thấy tốt hơn mong đợi vãi cả.,Phiên chợ Tết năm nay khiến công ty mình cảm thấy tốt hơn mong đợi nhiều.,northern
"Thằng cu nhà tớ vừa xong chiếc xe máy mới mua, cảm giác cẩu thả nhở.","Thằng cu nhà tôi vừa xong chiếc xe máy mới mua, cảm giác cẩu thả.",northern
Thử qua anh đồng nghiệp mới dồi mới thấy tuyệt vời.,Thử qua anh đồng nghiệp mới rồi mới thấy tuyệt vời.,northern
Mọi người bảo quán trà sữa mới mở tệ ấy chứ.,Mọi người bảo quán trà sữa mới mở tệ.,northern
"Nói thật, món phở này tồi tệ hết chỗ nói vãi.","Nói thật, món phở này tồi tệ hết chỗ nói lắm.",northern
Tớ thấy buổi hẹn hò cuối tuần có đâu gì đặc biệt cơ mà.,Tớ thấy buổi hẹn hò cuối tuần không có gì đặc biệt.,northern
"Ai cũng bảo chiếc xe máy mới mua chưa có gì để bàn, bọn tớ thấy đúng thật thật đấy.","Ai cũng bảo chiếc xe máy mới mua chưa có gì để bàn, chúng tôi thấy đúng thật.",northern
Anh thấy khách sạn ở biển tồi tệ hết chỗ nói đấy.,Anh thấy khách sạn ở biển tồi tệ hết chỗ nói.,northern
"Dịch vụ giao hàng hôm nay khiến ông tớ cảm thấy cũng đc, chẳng tệ chẳng hay.","Dịch vụ giao hàng hôm nay khiến ông tôi cảm thấy cũng được, không tệ không hay.",northern
"Lớp mình vừa trải nghiệm kỳ lương tháng này, phải công nhận là phiền phức quá đấy.","Lớp mình vừa trải nghiệm kỳ lương tháng này, phải công nhận là phiền phức quá.",northern
Quán phở đầu ngõ khiến thằng cu nhà tớ cảm thấy vừa ý ghê đấy.,Quán phở đầu ngõ khiến thằng cu nhà tôi cảm thấy vừa ý ghê.,northern
"Mình vừa trải nghiệm cái điện thoại mới, phải công nhận là tốt hơn mong đợi vãi cả nhở.","Mình vừa trải nghiệm cái điện thoại mới, phải công nhận là tốt hơn mong đợi nhiều.",northern
Công ty mình chẳng nghĩ buổi tiệc tối qua lại tận tình đến thế.,Công ty mình không nghĩ buổi tiệc tối qua lại tận tình đến thế.,northern
Đánh giá của ông tớ về anh sếp mới về: chậm trễ nhở.,Đánh giá của ông tôi về anh sếp mới về: chậm trễ.,northern
Kể ra thì buổi tập gym sáng nay cũng có đâu gì đặc biệt nhở.,Kể ra thì buổi tập gym sáng nay cũng không có gì đặc biệt.,northern
"Lớp mình vừa trải nghiệm bãi biển hôm cả nhà đi chơi, phải công nhận là đẹp thật đấy.","Lớp mình vừa trải nghiệm bãi biển hôm cả nhà đi chơi, phải công nhận là đẹp.",northern
"Ông tớ vừa trải nghiệm buổi hẹn cà phê chiều nay, phải công nhận là có đâu gì nổi bật còn gì.","Ông tôi vừa trải nghiệm buổi hẹn cà phê chiều nay, phải công nhận là không có gì nổi bật.",northern
Phải nói sinh nhật của con lần này cẩu thả còn gì.,Phải nói sinh nhật của con lần này cẩu thả.,northern
Theo đồng nghiệp tớ thấy thì cái tủ lạnh mới mua thoải mái hẳn.,Theo đồng nghiệp tôi thấy thì cái tủ lạnh mới mua thoải mái hẳn.,northern
Cả nhà đều bảo buổi tổng vệ sinh cuối tuần có đâu gì nổi bật cơ mà.,Cả nhà đều bảo buổi tổng vệ sinh cuối tuần không có gì nổi bật.,northern
Đánh giá của tụi mình về món quà sinh nhật: ở mức chấp nhận đc.,Đánh giá của tụi mình về món quà sinh nhật: ở mức chấp nhận được.,northern
"Buổi biểu diễn tối qua hôm nay tệ hại, lớp mình chẳng ngờ tới thật đấy.","Buổi biểu diễn tối qua hôm nay tệ hại, lớp mình không ngờ tới.",northern
"Em vừa xong chuyến xe buýt sáng nay, cảm giác phí tiền đấy.","Em vừa xong chuyến xe buýt sáng nay, cảm giác phí tiền.",northern
Phải nói cơn mưa chiều nay lần này chu đáo cơ mà.,Phải nói cơn mưa chiều nay lần này chu đáo.,northern
Chuyến xe buýt sáng nay khiến cả nhà tớ cảm thấy đáng yêu thật đấy.,Chuyến xe buýt sáng nay khiến cả nhà tôi cảm thấy đáng yêu.,northern
"Đám cậu tớ vừa xong cái công viên nước, cảm giác như mọi lần.","Đám bạn tôi vừa xong cái công viên nước, cảm giác như mọi lần.",northern
"Ông tớ vừa trải nghiệm giá xăng tuần này, phải công nhận là sợ thật sự cơ.","Ông tôi vừa trải nghiệm giá xăng tuần này, phải công nhận là sợ thật sự.",northern
Đánh giá của con bé nhà tớ về món bún bò: ở mức chấp nhận đc nhở.,Đánh giá của con bé nhà tôi về món bún bò: ở mức chấp nhận được.,northern
"Ai cũng bảo lớp học thêm buổi tối xuất sắc, đồng nghiệp tớ thấy đúng thật.","Ai cũng bảo lớp học thêm buổi tối xuất sắc, đồng nghiệp tôi thấy đúng thật.",northern
Cả nhà đều bảo tình hình giao thông giờ này hài lòng vãi ấy chứ.,Cả nhà đều bảo tình hình giao thông giờ này hài lòng lắm.,northern
Đánh giá của nhà tớ về sức khỏe dạo này: chẳng tốt cũng chẳng xấu đấy.,Đánh giá của nhà tôi về sức khỏe dạo này: không tốt cũng không xấu.,northern
Bộ phim vừa xem khiến tớ cảm thấy mê ơi là mê.,Bộ phim vừa xem khiến tớ cảm thấy thích ơi là thích.,northern
Phải nói buổi phỏng vấn xin việc lần này thất vọng tràn trề đấy.,Phải nói buổi phỏng vấn xin việc lần này thất vọng tràn trề.,northern
Anh chẳng nghĩ bệnh viện gần nhà lại sợ thật sự đến thế.,Anh không nghĩ bệnh viện gần nhà lại sợ thật sự đến thế.,northern
Mọi người bảo cái công viên nước bực mình ghê ấy chứ.,Mọi người bảo cái công viên nước bực mình ghê.,northern
"Xóm mình vừa xong tiến độ công trình, cảm giác đáng đồng tiền bát gạo ấy chứ.","Xóm mình vừa xong tiến độ công trình, cảm giác đáng đồng tiền bát gạo.",northern
Vợ tớ chấm anh sếp mới về này đỉnh quá đấy.,Vợ tôi chấm anh sếp mới về này ngon quá.,northern
Thử qua quán phở đầu ngõ dồi mới thấy có đâu gì nổi bật.,Thử qua quán phở đầu ngõ rồi mới thấy không có gì nổi bật.,northern
Con mèo nhà tớ khiến công ty mình cảm thấy hài lòng vãi cơ mà.,Con mèo nhà tôi khiến công ty mình cảm thấy hài lòng lắm.,northern
"Thằng cu nhà tớ vừa xong món phở này, cảm giác cũng tạm ổn.","Thằng cu nhà tôi vừa xong món phở này, cảm giác cũng tạm ổn.",northern
"Nói thật, buổi tập gym sáng nay mệt mỏi quá vãi.","Nói thật, buổi tập gym sáng nay mệt mỏi quá lắm.",northern
Phải nói chất lượng wifi ở đây lần này đáng yêu cơ.,Phải nói chất lượng wifi ở đây lần này đáng yêu.,northern
Chị chẳng nghĩ khu chung cư đang ở lại chẳng đáng đến thế.,Chị không nghĩ khu chung cư đang ở lại không đáng đến thế.,northern
Kể ra thì bộ phim vừa xem tối qua cũng đáng đồng tiền bát gạo đấy.,Kể ra thì bộ phim vừa xem tối qua cũng đáng đồng tiền bát gạo.,northern
"Ai cũng bảo sinh nhật của con đáng thất vọng, bọn tớ thấy đúng thật.","Ai cũng bảo sinh nhật của con đáng thất vọng, chúng tôi thấy đúng thật.",northern
Cả nhà đều bảo công viên mới xây chậm trễ cơ mà.,Cả nhà đều bảo công viên mới xây chậm trễ.,northern
Lớp mình chẳng nghĩ mái tóc vừa cắt lại đáng thất vọng đến thế cơ.,Lớp mình không nghĩ mái tóc vừa cắt lại đáng thất vọng đến thế.,northern
"Về phòng trọ đang thuê thì vừa ý ghê, khỏi bàn cãi cơ.","Về phòng trọ đang thuê thì vừa ý ghê, khỏi bàn cãi.",northern
"Nói thật, cái bếp gas nhà mình hạnh phúc vãi vãi cơ mà.","Nói thật, cái bếp gas nhà mình hạnh phúc lắm lắm.",northern
"Siêu thị mini gần trường hôm nay vui hết sức, bà tớ chẳng ngờ tới.","Siêu thị mini gần trường hôm nay vui hết sức, bà tôi không ngờ tới.",northern
"Nói thật, con chó nhỏ mới nuôi tệ hại vãi.","Nói thật, con chó nhỏ mới nuôi tệ hại lắm.",northern
Sếp tớ chấm vụ mùa năm nay này cũng tạm ổn.,Sếp tôi chấm vụ mùa năm nay này cũng tạm ổn.,northern
Theo vợ tớ thấy thì cái áo khoác mới buồn ơi là buồn thật đấy.,Theo vợ tôi thấy thì cái áo khoác mới buồn ơi là buồn.,northern
Thử qua buổi phỏng vấn xin việc dồi mới thấy chán.,Thử qua buổi phỏng vấn xin việc rồi mới thấy chán.,northern
Kết quả học tập của con khiến đồng nghiệp tớ cảm thấy mê luôn.,Kết quả học tập của con khiến đồng nghiệp tôi cảm thấy mê luôn.,northern
Con bé nhà tớ thấy buổi liên hoan cơ quan xấu.,Con bé nhà tôi thấy buổi liên hoan cơ quan xấu.,northern
Kể ra thì buổi phỏng vấn xin việc cũng trung bình thôi nhở.,Kể ra thì buổi phỏng vấn xin việc cũng trung bình thôi.,northern
"Sếp tớ vừa xong cái quạt mới mua, cảm giác chẳng ra làm sao cả thật đấy.","Sếp tôi vừa xong cái quạt mới mua, cảm giác chẳng ra làm sao cả.",northern
Kể ra thì phiên chợ Tết năm nay cũng chưa có gì để bàn thật đấy.,Kể ra thì phiên chợ Tết năm nay cũng chưa có gì để bàn.,northern
Mọi người bảo cái tủ lạnh mới mua tồi tệ hết chỗ nói ấy chứ.,Mọi người bảo cái tủ lạnh mới mua tồi tệ hết chỗ nói.,northern
Cả nhà tớ chẳng nghĩ buổi biểu diễn ca nhạc lại thất vọng tràn trề đến thế.,Cả nhà tôi không nghĩ buổi biểu diễn ca nhạc lại thất vọng tràn trề đến thế.,northern
"Vợ tớ vừa trải nghiệm cái áo khoác mới, phải công nhận là ở mức chấp nhận đc cơ.","Vợ tôi vừa trải nghiệm cái áo khoác mới, phải công nhận là ở mức chấp nhận được.",northern
Cả nhà đều bảo lớp học thêm buổi tối mệt mỏi quá ấy chứ.,Cả nhà đều bảo lớp học thêm buổi tối mệt mỏi quá.,northern
Đánh giá của chị về lễ hội của làng: kém chất lượng cơ.,Đánh giá của chị về lễ hội của làng: kém chất lượng.,northern
Theo cả nhà tớ thấy thì buổi phỏng vấn sáng nay chẳng ra làm sao cả.,Theo cả nhà tôi thấy thì buổi phỏng vấn sáng nay chẳng ra làm sao cả.,northern
Bà tớ thấy công viên mới xây tệ còn gì.,Bà tôi thấy công viên mới xây tệ.,northern
Đánh giá của mình về phòng trọ đang thuê: sợ thật sự còn gì.,Đánh giá của mình về phòng trọ đang thuê: sợ thật sự.,northern
Đánh giá của anh về cái ao cá sau vườn: kém chất lượng thật đấy.,Đánh giá của anh về cái ao cá sau vườn: kém chất lượng.,northern
"Công ty mình vừa xong cái áo khoác mới, cảm giác ưng ý quá cơ.","Công ty mình vừa xong cái áo khoác mới, cảm giác ưng ý quá.",northern
"Về cái tủ lạnh mới mua thì ưng ý quá, khỏi bàn cãi đấy.","Về cái tủ lạnh mới mua thì ưng ý quá, khỏi bàn cãi.",northern
Công ty mình chấm buổi họp lớp cuối năm này đẹp nhở.,Công ty mình chấm buổi họp lớp cuối năm này đẹp.,northern
Đánh giá của chị về cái group trên Facebook: cực đẹp ấy chứ.,Đánh giá của chị về cái group trên Facebook: rất đẹp.,northern
Theo đồng nghiệp tớ thấy thì con đường trước nhà tận tình ấy chứ.,Theo đồng nghiệp tôi thấy thì con đường trước nhà tận tình.,northern
"Bọn tớ vừa xong cô hàng xóm cạnh nhà, cảm giác hay ấy chứ.","Bọn tôi vừa xong cô hàng xóm cạnh nhà, cảm giác hay.",northern
Kể ra thì cái bếp gas nhà mình cũng nhẹ nhõm cả người còn gì.,Kể ra thì cái bếp gas nhà mình cũng nhẹ nhõm cả người.,northern
"Cả nhà đều bảo phòng trọ đang thuê ổn, chẳng phàn nàn gì thật đấy.","Cả nhà đều bảo phòng trọ đang thuê ổn, không phàn nàn gì.",northern
Cả nhà đều bảo giá cả ở chợ này thoải mái hẳn nhở.,Cả nhà đều bảo giá cả ở chợ này thoải mái hẳn.,northern
Cuốn sách đang đọc khiến mình cảm thấy hạnh phúc vãi.,Cuốn sách đang đọc khiến mình cảm thấy hạnh phúc lắm.,northern
"Cái quạt mới mua hôm nay cũng tạm ổn, chị chẳng ngờ tới cơ.","Cái quạt mới mua hôm nay cũng tạm ổn, chị không ngờ tới.",northern
Lớp mình thấy lễ hội của làng tệ còn gì.,Lớp mình thấy lễ hội của làng tệ.,northern
Mọi người bảo ga tàu lúc sáng sớm dễ chịu vô cùng nhở.,Mọi người bảo ga tàu lúc sáng sớm dễ chịu vô cùng.,northern
Tớ chấm buổi họp phụ huynh này tồi tệ hết chỗ nói.,Tôi chấm buổi họp phụ huynh này tồi tệ hết chỗ nói.,northern
Cả nhà đều bảo buổi họp sáng nay mê ơi là mê.,Cả nhà đều bảo buổi họp sáng nay thích ơi là thích.,northern
"Sếp tớ vừa trải nghiệm cái ao cá sau vườn, phải công nhận là ấn tượng.","Sếp tôi vừa trải nghiệm cái ao cá sau vườn, phải công nhận là ấn tượng.",northern
"Sân bay hôm đi công tác hôm nay phí tiền, u tớ chẳng ngờ tới.","Sân bay hôm đi công tác hôm nay phí tiền, mẹ tôi không ngờ tới.",northern
Theo con bé nhà tớ thấy thì mái tóc vừa cắt kinh khủng.,Theo con bé nhà tôi thấy thì mái tóc vừa cắt kinh khủng.,northern
Phải nói khu chung cư đang ở lần này chất lượng ngoài mong đợi nhở.,Phải nói khu chung cư đang ở lần này chất lượng ngoài mong đợi.,northern
"U tớ vừa trải nghiệm bộ phim vừa xem, phải công nhận là chẳng tốt cũng chẳng xấu cơ mà.","Mẹ tôi vừa trải nghiệm bộ phim vừa xem, phải công nhận là không tốt cũng không xấu.",northern
"Về chẳng khí trong nhà thì tự hào vãi, khỏi bàn cãi.","Về không khí trong nhà thì tự hào lắm, khỏi bàn cãi.",northern
Thử qua vụ mùa năm nay dồi mới thấy hạnh phúc vãi.,Thử qua vụ mùa năm nay rồi mới thấy hạnh phúc lắm.,northern
Thử qua buổi biểu diễn tối qua dồi mới thấy dở tệ.,Thử qua buổi biểu diễn tối qua rồi mới thấy dở tệ.,northern
Mọi người bảo kênh Youtube hay xem xịn thật đấy.,Mọi người bảo kênh Youtube hay xem xịn.,northern
